record_id,sample_name,record_class,latitude,longitude,coordinate_reference_system,coordinate_precision_note,elevation_m_source,source_location_keyword,source_igsn,source_lithology,source_site_id,h3_r6,state_or_ut_2011,district_2011,census_state_code_2011,census_district_code_2011,grid_geology_age,grid_geology_supergroup,grid_geology_group,grid_geology_stratigraphy,co_located_model_top_materials_json,co_located_model_top_material_scores_json,bulk_analysis_rows,in_situ_analysis_spots,observation_rows_total,numeric_observations,below_detection_observations,unresolved_source_na_observations,source_dash_observations,missing_observations,bulk_parameters_json,in_situ_parameters_json,analyzed_mineral_codes_json,analyzed_mineral_names_curated_json,ontology_material_ids_observed_json,chemical_names_observed_json,li_ppm_bulk,rb_ppm_bulk,cs_ppm_bulk,nb_ppm_bulk,ta_ppm_bulk,co_ppm_bulk,ni_ppm_bulk,cu_ppm_bulk,zn_ppm_bulk,zr_ppm_bulk,th_ppm_bulk,u_ppm_bulk,source_sample_classification_note,sampling_design_limitation,deposit_or_mine_status_verified,model_evidence_role,model_use_status,model_linkage_note,source_dataset_id,source_title,source_doi,source_url,source_authors_json,source_license,source_license_url,source_files_json,source_file_sha1_json,source_file_sha256_json,source_citation,source_accessed_date,data_quality_flags_json
ECL4498-SAMPLE-C1,C1,published_geochemical_sample,26.30345,90.37555,EPSG:4326,Source reports decimal-degree GPS location; collection accuracy and datum are not stated. EPSG:4326 is a KHANAN interoperability assignment.,258,Chakrasila Hill,,,ECL4498-SITE-C6B15AB1AA,863ce0997ffffff,Assam,Dhubri,18,301,QUATERNARY, , ,"289,UNDIFF.FLUVIAL / AEOLIAN / COASTA & GLACIAL  SEDIMENTS,QUATERNARY","[""Copper"",""Platinum-group elements"",""Phosphorus"",""Zirconium"",""Aluminium""]","[0.3913,0.181,0.1716,0.1621,0.1564]",1,0,51,49,1,0,0,1,"[""SiO2"",""TiO2"",""Al2O3"",""Fe2O3"",""MnO"",""MgO"",""CaO"",""K2O"",""Na2O"",""P2O5"",""Li"",""Sc"",""V"",""Cr"",""Co"",""Ni"",""Cu"",""Zn"",""Ga"",""Rb"",""Sr"",""Y"",""Zr"",""Nb"",""Mo"",""Cd"",""Sb"",""Cs"",""Ba"",""La"",""Ce"",""Pr"",""Nd"",""Sm"",""Eu"",""Gd"",""Tb"",""Dy"",""Ho"",""Er"",""Tm"",""Yb"",""Lu"",""Hf"",""Ta"",""Pb"",""Th"",""U"",""87Sr/86Sr"",""143Nd/144Nd"",""eNd""]",[],[],[],"[""compound:alumina"",""element:antimony"",""element:barium"",""element:cadmium"",""element:calcium"",""element:cerium"",""element:cesium"",""element:chromium"",""element:cobalt"",""element:copper"",""element:dysprosium"",""element:erbium"",""element:europium"",""element:gadolinium"",""element:gallium"",""element:hafnium"",""element:holmium"",""element:iron"",""element:lanthanum"",""element:lead"",""element:lithium"",""element:lutetium"",""element:magnesium"",""element:manganese"",""element:molybdenum"",""element:neodymium"",""element:nickel"",""element:niobium"",""element:phosphorus"",""element:praseodymium"",""element:rubidium"",""element:samarium"",""element:scandium"",""element:silicon"",""element:strontium"",""element:tantalum"",""element:terbium"",""element:thorium"",""element:thulium"",""element:titanium"",""element:uranium"",""element:vanadium"",""element:ytterbium"",""element:yttrium"",""element:zinc"",""element:zirconium""]","[""silicon dioxide"",""titanium dioxide"",""aluminium oxide (alumina)"",""iron(III) oxide"",""manganese(II) oxide"",""magnesium oxide"",""calcium oxide"",""potassium oxide"",""sodium oxide"",""phosphorus pentoxide"",""lithium"",""scandium"",""vanadium"",""chromium"",""cobalt"",""nickel"",""copper"",""zinc"",""gallium"",""rubidium"",""strontium"",""yttrium"",""zirconium"",""niobium"",""molybdenum"",""cadmium"",""antimony"",""cesium"",""barium"",""lanthanum"",""cerium"",""praseodymium"",""neodymium"",""samarium"",""europium"",""gadolinium"",""terbium"",""dysprosium"",""holmium"",""erbium"",""thulium"",""ytterbium"",""lutetium"",""hafnium"",""tantalum"",""lead"",""thorium"",""uranium"",""strontium-87/strontium-86 isotope ratio"",""neodymium-143/neodymium-144 isotope ratio"",""epsilon neodymium""]",15802,8704,1455,57.1,128,0.87,1.84,3.25,11.7,26.7,0.96,0.71,"The dataset-level abstract describes Li-rich pegmatites, barren garnet-bearing pegmatites and two-mica granites; the sample table does not assign those classes to individual sample IDs.",Targeted petrological samples at two published coordinate sites; not a systematic regional survey and not representative of unsampled areas.,false,independent_geochemical_context,excluded_from_v0.6_model_pending_spatial_validation,"H3/admin/geology/model fields are a deterministic co-location join. The source samples did not train or validate v0.6; co-located top-five scores are context, not source confirmation.",SRC_EARTHCHEM_ECL_4498_DUTT_2026,"Analytical data of Li-rich pegmatites and associated leucogranites of the Assam-Meghalaya Gneissic Complex, northeast India",10.60520/IEDA/114498,https://ecl.earthchem.org/view.php?id=4498,"[""Amrita Dutt"",""Debajyoti Paul"",""Vineet Goswami"",""Dwijesh Ray"",""Jeetendra Kumar Dash""]",CC-BY-4.0,https://spdx.org/licenses/CC-BY-4.0,"[""4498-1_Duttetal_2026_BulkAnalysis.xls"",""4498-2_Duttetal_2026_InsituAnalysis.xls""]","{""4498-1_Duttetal_2026_BulkAnalysis.xls"":""118bc636e3cd7a3b42a109ca4c6985b7a4926f2f"",""4498-2_Duttetal_2026_InsituAnalysis.xls"":""30abe32ae1a77e661342e5083abc98446b3918ef""}","{""4498-1_Duttetal_2026_BulkAnalysis.xls"":""dc29e57f88ed3846140751d12319bb5f2d446f7baf9b853918e94e3ff0decb30"",""4498-2_Duttetal_2026_InsituAnalysis.xls"":""8d49808ac091772966e7f7cac7280a1d0cd1fde0556bdb9f02fa05c72f7e3604""}","Dutt, A.; Paul, D.; Goswami, V.; Ray, D.; Dash, J.K. (2026). Analytical data of Li-rich pegmatites and associated leucogranites of the Assam-Meghalaya Gneissic Complex, northeast India, Version 1.0. Interdisciplinary Earth Data Alliance (IEDA). https://doi.org/10.60520/IEDA/114498",2026-09-10,"[""targeted_petrological_sampling_not_population_representative"",""sample_lithology_not_reported_in_sample_table"",""igsn_not_reported""]"
ECL4498-SAMPLE-C2,C2,published_geochemical_sample,26.30345,90.37555,EPSG:4326,Source reports decimal-degree GPS location; collection accuracy and datum are not stated. EPSG:4326 is a KHANAN interoperability assignment.,258,Chakrasila Hill,,,ECL4498-SITE-C6B15AB1AA,863ce0997ffffff,Assam,Dhubri,18,301,QUATERNARY, , ,"289,UNDIFF.FLUVIAL / AEOLIAN / COASTA & GLACIAL  SEDIMENTS,QUATERNARY","[""Copper"",""Platinum-group elements"",""Phosphorus"",""Zirconium"",""Aluminium""]","[0.3913,0.181,0.1716,0.1621,0.1564]",1,6,123,116,4,2,0,1,"[""SiO2"",""TiO2"",""Al2O3"",""Fe2O3"",""MnO"",""MgO"",""CaO"",""K2O"",""Na2O"",""P2O5"",""Li"",""Sc"",""V"",""Cr"",""Co"",""Ni"",""Cu"",""Zn"",""Ga"",""Rb"",""Sr"",""Y"",""Zr"",""Nb"",""Mo"",""Cd"",""Sb"",""Cs"",""Ba"",""La"",""Ce"",""Pr"",""Nd"",""Sm"",""Eu"",""Gd"",""Tb"",""Dy"",""Ho"",""Er"",""Tm"",""Yb"",""Lu"",""Hf"",""Ta"",""Pb"",""Th"",""U"",""87Sr/86Sr"",""143Nd/144Nd"",""eNd""]","[""SiO2"",""TiO2"",""Al2O3"",""Cr2O3"",""FeO"",""MnO"",""MgO"",""CaO"",""Na2O"",""K2O"",""P2O5"",""F""]","[""Lpd"",""Ms""]","[""lepidolite"",""muscovite""]","[""compound:alumina"",""element:antimony"",""element:barium"",""element:cadmium"",""element:calcium"",""element:cerium"",""element:cesium"",""element:chromium"",""element:cobalt"",""element:copper"",""element:dysprosium"",""element:erbium"",""element:europium"",""element:fluorine"",""element:gadolinium"",""element:gallium"",""element:hafnium"",""element:holmium"",""element:iron"",""element:lanthanum"",""element:lead"",""element:lithium"",""element:lutetium"",""element:magnesium"",""element:manganese"",""element:molybdenum"",""element:neodymium"",""element:nickel"",""element:niobium"",""element:phosphorus"",""element:praseodymium"",""element:rubidium"",""element:samarium"",""element:scandium"",""element:silicon"",""element:strontium"",""element:tantalum"",""element:terbium"",""element:thorium"",""element:thulium"",""element:titanium"",""element:uranium"",""element:vanadium"",""element:ytterbium"",""element:yttrium"",""element:zinc"",""element:zirconium"",""mineral:muscovite""]","[""silicon dioxide"",""titanium dioxide"",""aluminium oxide (alumina)"",""iron(III) oxide"",""manganese(II) oxide"",""magnesium oxide"",""calcium oxide"",""potassium oxide"",""sodium oxide"",""phosphorus pentoxide"",""lithium"",""scandium"",""vanadium"",""chromium"",""cobalt"",""nickel"",""copper"",""zinc"",""gallium"",""rubidium"",""strontium"",""yttrium"",""zirconium"",""niobium"",""molybdenum"",""cadmium"",""antimony"",""cesium"",""barium"",""lanthanum"",""cerium"",""praseodymium"",""neodymium"",""samarium"",""europium"",""gadolinium"",""terbium"",""dysprosium"",""holmium"",""erbium"",""thulium"",""ytterbium"",""lutetium"",""hafnium"",""tantalum"",""lead"",""thorium"",""uranium"",""strontium-87/strontium-86 isotope ratio"",""neodymium-143/neodymium-144 isotope ratio"",""epsilon neodymium"",""chromium(III) oxide"",""iron(II) oxide"",""fluorine""]",8792,4791,663,30.6,78.5,0.43,0.46,4.15,8.11,23.6,0.27,2.93,"The dataset-level abstract describes Li-rich pegmatites, barren garnet-bearing pegmatites and two-mica granites; the sample table does not assign those classes to individual sample IDs.",Targeted petrological samples at two published coordinate sites; not a systematic regional survey and not representative of unsampled areas.,false,independent_geochemical_context,excluded_from_v0.6_model_pending_spatial_validation,"H3/admin/geology/model fields are a deterministic co-location join. The source samples did not train or validate v0.6; co-located top-five scores are context, not source confirmation.",SRC_EARTHCHEM_ECL_4498_DUTT_2026,"Analytical data of Li-rich pegmatites and associated leucogranites of the Assam-Meghalaya Gneissic Complex, northeast India",10.60520/IEDA/114498,https://ecl.earthchem.org/view.php?id=4498,"[""Amrita Dutt"",""Debajyoti Paul"",""Vineet Goswami"",""Dwijesh Ray"",""Jeetendra Kumar Dash""]",CC-BY-4.0,https://spdx.org/licenses/CC-BY-4.0,"[""4498-1_Duttetal_2026_BulkAnalysis.xls"",""4498-2_Duttetal_2026_InsituAnalysis.xls""]","{""4498-1_Duttetal_2026_BulkAnalysis.xls"":""118bc636e3cd7a3b42a109ca4c6985b7a4926f2f"",""4498-2_Duttetal_2026_InsituAnalysis.xls"":""30abe32ae1a77e661342e5083abc98446b3918ef""}","{""4498-1_Duttetal_2026_BulkAnalysis.xls"":""dc29e57f88ed3846140751d12319bb5f2d446f7baf9b853918e94e3ff0decb30"",""4498-2_Duttetal_2026_InsituAnalysis.xls"":""8d49808ac091772966e7f7cac7280a1d0cd1fde0556bdb9f02fa05c72f7e3604""}","Dutt, A.; Paul, D.; Goswami, V.; Ray, D.; Dash, J.K. (2026). Analytical data of Li-rich pegmatites and associated leucogranites of the Assam-Meghalaya Gneissic Complex, northeast India, Version 1.0. Interdisciplinary Earth Data Alliance (IEDA). https://doi.org/10.60520/IEDA/114498",2026-09-10,"[""targeted_petrological_sampling_not_population_representative"",""sample_lithology_not_reported_in_sample_table"",""igsn_not_reported"",""source_na_token_unresolved""]"
ECL4498-SAMPLE-C3,C3,published_geochemical_sample,26.30345,90.37555,EPSG:4326,Source reports decimal-degree GPS location; collection accuracy and datum are not stated. EPSG:4326 is a KHANAN interoperability assignment.,258,Chakrasila Hill,,,ECL4498-SITE-C6B15AB1AA,863ce0997ffffff,Assam,Dhubri,18,301,QUATERNARY, , ,"289,UNDIFF.FLUVIAL / AEOLIAN / COASTA & GLACIAL  SEDIMENTS,QUATERNARY","[""Copper"",""Platinum-group elements"",""Phosphorus"",""Zirconium"",""Aluminium""]","[0.3913,0.181,0.1716,0.1621,0.1564]",1,0,51,51,0,0,0,0,"[""SiO2"",""TiO2"",""Al2O3"",""Fe2O3"",""MnO"",""MgO"",""CaO"",""K2O"",""Na2O"",""P2O5"",""Li"",""Sc"",""V"",""Cr"",""Co"",""Ni"",""Cu"",""Zn"",""Ga"",""Rb"",""Sr"",""Y"",""Zr"",""Nb"",""Mo"",""Cd"",""Sb"",""Cs"",""Ba"",""La"",""Ce"",""Pr"",""Nd"",""Sm"",""Eu"",""Gd"",""Tb"",""Dy"",""Ho"",""Er"",""Tm"",""Yb"",""Lu"",""Hf"",""Ta"",""Pb"",""Th"",""U"",""87Sr/86Sr"",""143Nd/144Nd"",""eNd""]",[],[],[],"[""compound:alumina"",""element:antimony"",""element:barium"",""element:cadmium"",""element:calcium"",""element:cerium"",""element:cesium"",""element:chromium"",""element:cobalt"",""element:copper"",""element:dysprosium"",""element:erbium"",""element:europium"",""element:gadolinium"",""element:gallium"",""element:hafnium"",""element:holmium"",""element:iron"",""element:lanthanum"",""element:lead"",""element:lithium"",""element:lutetium"",""element:magnesium"",""element:manganese"",""element:molybdenum"",""element:neodymium"",""element:nickel"",""element:niobium"",""element:phosphorus"",""element:praseodymium"",""element:rubidium"",""element:samarium"",""element:scandium"",""element:silicon"",""element:strontium"",""element:tantalum"",""element:terbium"",""element:thorium"",""element:thulium"",""element:titanium"",""element:uranium"",""element:vanadium"",""element:ytterbium"",""element:yttrium"",""element:zinc"",""element:zirconium""]","[""silicon dioxide"",""titanium dioxide"",""aluminium oxide (alumina)"",""iron(III) oxide"",""manganese(II) oxide"",""magnesium oxide"",""calcium oxide"",""potassium oxide"",""sodium oxide"",""phosphorus pentoxide"",""lithium"",""scandium"",""vanadium"",""chromium"",""cobalt"",""nickel"",""copper"",""zinc"",""gallium"",""rubidium"",""strontium"",""yttrium"",""zirconium"",""niobium"",""molybdenum"",""cadmium"",""antimony"",""cesium"",""barium"",""lanthanum"",""cerium"",""praseodymium"",""neodymium"",""samarium"",""europium"",""gadolinium"",""terbium"",""dysprosium"",""holmium"",""erbium"",""thulium"",""ytterbium"",""lutetium"",""hafnium"",""tantalum"",""lead"",""thorium"",""uranium"",""strontium-87/strontium-86 isotope ratio"",""neodymium-143/neodymium-144 isotope ratio"",""epsilon neodymium""]",16600,8499,1493,81.3,521,4.34,3.86,3.31,7.51,13.9,0.2,22.3,"The dataset-level abstract describes Li-rich pegmatites, barren garnet-bearing pegmatites and two-mica granites; the sample table does not assign those classes to individual sample IDs.",Targeted petrological samples at two published coordinate sites; not a systematic regional survey and not representative of unsampled areas.,false,independent_geochemical_context,excluded_from_v0.6_model_pending_spatial_validation,"H3/admin/geology/model fields are a deterministic co-location join. The source samples did not train or validate v0.6; co-located top-five scores are context, not source confirmation.",SRC_EARTHCHEM_ECL_4498_DUTT_2026,"Analytical data of Li-rich pegmatites and associated leucogranites of the Assam-Meghalaya Gneissic Complex, northeast India",10.60520/IEDA/114498,https://ecl.earthchem.org/view.php?id=4498,"[""Amrita Dutt"",""Debajyoti Paul"",""Vineet Goswami"",""Dwijesh Ray"",""Jeetendra Kumar Dash""]",CC-BY-4.0,https://spdx.org/licenses/CC-BY-4.0,"[""4498-1_Duttetal_2026_BulkAnalysis.xls"",""4498-2_Duttetal_2026_InsituAnalysis.xls""]","{""4498-1_Duttetal_2026_BulkAnalysis.xls"":""118bc636e3cd7a3b42a109ca4c6985b7a4926f2f"",""4498-2_Duttetal_2026_InsituAnalysis.xls"":""30abe32ae1a77e661342e5083abc98446b3918ef""}","{""4498-1_Duttetal_2026_BulkAnalysis.xls"":""dc29e57f88ed3846140751d12319bb5f2d446f7baf9b853918e94e3ff0decb30"",""4498-2_Duttetal_2026_InsituAnalysis.xls"":""8d49808ac091772966e7f7cac7280a1d0cd1fde0556bdb9f02fa05c72f7e3604""}","Dutt, A.; Paul, D.; Goswami, V.; Ray, D.; Dash, J.K. (2026). Analytical data of Li-rich pegmatites and associated leucogranites of the Assam-Meghalaya Gneissic Complex, northeast India, Version 1.0. Interdisciplinary Earth Data Alliance (IEDA). https://doi.org/10.60520/IEDA/114498",2026-09-10,"[""targeted_petrological_sampling_not_population_representative"",""sample_lithology_not_reported_in_sample_table"",""igsn_not_reported""]"
ECL4498-SAMPLE-C4,C4,published_geochemical_sample,26.30345,90.37555,EPSG:4326,Source reports decimal-degree GPS location; collection accuracy and datum are not stated. EPSG:4326 is a KHANAN interoperability assignment.,258,Chakrasila Hill,,,ECL4498-SITE-C6B15AB1AA,863ce0997ffffff,Assam,Dhubri,18,301,QUATERNARY, , ,"289,UNDIFF.FLUVIAL / AEOLIAN / COASTA & GLACIAL  SEDIMENTS,QUATERNARY","[""Copper"",""Platinum-group elements"",""Phosphorus"",""Zirconium"",""Aluminium""]","[0.3913,0.181,0.1716,0.1621,0.1564]",1,7,135,135,0,0,0,0,"[""SiO2"",""TiO2"",""Al2O3"",""Fe2O3"",""MnO"",""MgO"",""CaO"",""K2O"",""Na2O"",""P2O5"",""Li"",""Sc"",""V"",""Cr"",""Co"",""Ni"",""Cu"",""Zn"",""Ga"",""Rb"",""Sr"",""Y"",""Zr"",""Nb"",""Mo"",""Cd"",""Sb"",""Cs"",""Ba"",""La"",""Ce"",""Pr"",""Nd"",""Sm"",""Eu"",""Gd"",""Tb"",""Dy"",""Ho"",""Er"",""Tm"",""Yb"",""Lu"",""Hf"",""Ta"",""Pb"",""Th"",""U"",""87Sr/86Sr"",""143Nd/144Nd"",""eNd""]","[""SiO2"",""TiO2"",""Al2O3"",""Cr2O3"",""FeO"",""MnO"",""MgO"",""CaO"",""Na2O"",""K2O"",""P2O5"",""F""]","[""Lpd"",""Ms""]","[""lepidolite"",""muscovite""]","[""compound:alumina"",""element:antimony"",""element:barium"",""element:cadmium"",""element:calcium"",""element:cerium"",""element:cesium"",""element:chromium"",""element:cobalt"",""element:copper"",""element:dysprosium"",""element:erbium"",""element:europium"",""element:fluorine"",""element:gadolinium"",""element:gallium"",""element:hafnium"",""element:holmium"",""element:iron"",""element:lanthanum"",""element:lead"",""element:lithium"",""element:lutetium"",""element:magnesium"",""element:manganese"",""element:molybdenum"",""element:neodymium"",""element:nickel"",""element:niobium"",""element:phosphorus"",""element:praseodymium"",""element:rubidium"",""element:samarium"",""element:scandium"",""element:silicon"",""element:strontium"",""element:tantalum"",""element:terbium"",""element:thorium"",""element:thulium"",""element:titanium"",""element:uranium"",""element:vanadium"",""element:ytterbium"",""element:yttrium"",""element:zinc"",""element:zirconium"",""mineral:muscovite""]","[""silicon dioxide"",""titanium dioxide"",""aluminium oxide (alumina)"",""iron(III) oxide"",""manganese(II) oxide"",""magnesium oxide"",""calcium oxide"",""potassium oxide"",""sodium oxide"",""phosphorus pentoxide"",""lithium"",""scandium"",""vanadium"",""chromium"",""cobalt"",""nickel"",""copper"",""zinc"",""gallium"",""rubidium"",""strontium"",""yttrium"",""zirconium"",""niobium"",""molybdenum"",""cadmium"",""antimony"",""cesium"",""barium"",""lanthanum"",""cerium"",""praseodymium"",""neodymium"",""samarium"",""europium"",""gadolinium"",""terbium"",""dysprosium"",""holmium"",""erbium"",""thulium"",""ytterbium"",""lutetium"",""hafnium"",""tantalum"",""lead"",""thorium"",""uranium"",""strontium-87/strontium-86 isotope ratio"",""neodymium-143/neodymium-144 isotope ratio"",""epsilon neodymium"",""chromium(III) oxide"",""iron(II) oxide"",""fluorine""]",19821,10367,1895,83.3,425,3.12,7.11,3.81,18.2,3.04,0,16.1,"The dataset-level abstract describes Li-rich pegmatites, barren garnet-bearing pegmatites and two-mica granites; the sample table does not assign those classes to individual sample IDs.",Targeted petrological samples at two published coordinate sites; not a systematic regional survey and not representative of unsampled areas.,false,independent_geochemical_context,excluded_from_v0.6_model_pending_spatial_validation,"H3/admin/geology/model fields are a deterministic co-location join. The source samples did not train or validate v0.6; co-located top-five scores are context, not source confirmation.",SRC_EARTHCHEM_ECL_4498_DUTT_2026,"Analytical data of Li-rich pegmatites and associated leucogranites of the Assam-Meghalaya Gneissic Complex, northeast India",10.60520/IEDA/114498,https://ecl.earthchem.org/view.php?id=4498,"[""Amrita Dutt"",""Debajyoti Paul"",""Vineet Goswami"",""Dwijesh Ray"",""Jeetendra Kumar Dash""]",CC-BY-4.0,https://spdx.org/licenses/CC-BY-4.0,"[""4498-1_Duttetal_2026_BulkAnalysis.xls"",""4498-2_Duttetal_2026_InsituAnalysis.xls""]","{""4498-1_Duttetal_2026_BulkAnalysis.xls"":""118bc636e3cd7a3b42a109ca4c6985b7a4926f2f"",""4498-2_Duttetal_2026_InsituAnalysis.xls"":""30abe32ae1a77e661342e5083abc98446b3918ef""}","{""4498-1_Duttetal_2026_BulkAnalysis.xls"":""dc29e57f88ed3846140751d12319bb5f2d446f7baf9b853918e94e3ff0decb30"",""4498-2_Duttetal_2026_InsituAnalysis.xls"":""8d49808ac091772966e7f7cac7280a1d0cd1fde0556bdb9f02fa05c72f7e3604""}","Dutt, A.; Paul, D.; Goswami, V.; Ray, D.; Dash, J.K. (2026). Analytical data of Li-rich pegmatites and associated leucogranites of the Assam-Meghalaya Gneissic Complex, northeast India, Version 1.0. Interdisciplinary Earth Data Alliance (IEDA). https://doi.org/10.60520/IEDA/114498",2026-09-10,"[""targeted_petrological_sampling_not_population_representative"",""sample_lithology_not_reported_in_sample_table"",""igsn_not_reported""]"
ECL4498-SAMPLE-C5,C5,published_geochemical_sample,26.30345,90.37555,EPSG:4326,Source reports decimal-degree GPS location; collection accuracy and datum are not stated. EPSG:4326 is a KHANAN interoperability assignment.,258,Chakrasila Hill,,,ECL4498-SITE-C6B15AB1AA,863ce0997ffffff,Assam,Dhubri,18,301,QUATERNARY, , ,"289,UNDIFF.FLUVIAL / AEOLIAN / COASTA & GLACIAL  SEDIMENTS,QUATERNARY","[""Copper"",""Platinum-group elements"",""Phosphorus"",""Zirconium"",""Aluminium""]","[0.3913,0.181,0.1716,0.1621,0.1564]",1,0,51,51,0,0,0,0,"[""SiO2"",""TiO2"",""Al2O3"",""Fe2O3"",""MnO"",""MgO"",""CaO"",""K2O"",""Na2O"",""P2O5"",""Li"",""Sc"",""V"",""Cr"",""Co"",""Ni"",""Cu"",""Zn"",""Ga"",""Rb"",""Sr"",""Y"",""Zr"",""Nb"",""Mo"",""Cd"",""Sb"",""Cs"",""Ba"",""La"",""Ce"",""Pr"",""Nd"",""Sm"",""Eu"",""Gd"",""Tb"",""Dy"",""Ho"",""Er"",""Tm"",""Yb"",""Lu"",""Hf"",""Ta"",""Pb"",""Th"",""U"",""87Sr/86Sr"",""143Nd/144Nd"",""eNd""]",[],[],[],"[""compound:alumina"",""element:antimony"",""element:barium"",""element:cadmium"",""element:calcium"",""element:cerium"",""element:cesium"",""element:chromium"",""element:cobalt"",""element:copper"",""element:dysprosium"",""element:erbium"",""element:europium"",""element:gadolinium"",""element:gallium"",""element:hafnium"",""element:holmium"",""element:iron"",""element:lanthanum"",""element:lead"",""element:lithium"",""element:lutetium"",""element:magnesium"",""element:manganese"",""element:molybdenum"",""element:neodymium"",""element:nickel"",""element:niobium"",""element:phosphorus"",""element:praseodymium"",""element:rubidium"",""element:samarium"",""element:scandium"",""element:silicon"",""element:strontium"",""element:tantalum"",""element:terbium"",""element:thorium"",""element:thulium"",""element:titanium"",""element:uranium"",""element:vanadium"",""element:ytterbium"",""element:yttrium"",""element:zinc"",""element:zirconium""]","[""silicon dioxide"",""titanium dioxide"",""aluminium oxide (alumina)"",""iron(III) oxide"",""manganese(II) oxide"",""magnesium oxide"",""calcium oxide"",""potassium oxide"",""sodium oxide"",""phosphorus pentoxide"",""lithium"",""scandium"",""vanadium"",""chromium"",""cobalt"",""nickel"",""copper"",""zinc"",""gallium"",""rubidium"",""strontium"",""yttrium"",""zirconium"",""niobium"",""molybdenum"",""cadmium"",""antimony"",""cesium"",""barium"",""lanthanum"",""cerium"",""praseodymium"",""neodymium"",""samarium"",""europium"",""gadolinium"",""terbium"",""dysprosium"",""holmium"",""erbium"",""thulium"",""ytterbium"",""lutetium"",""hafnium"",""tantalum"",""lead"",""thorium"",""uranium"",""strontium-87/strontium-86 isotope ratio"",""neodymium-143/neodymium-144 isotope ratio"",""epsilon neodymium""]",16148,8592,1059,50.9,107,1.53,0.67,3.18,113,13,0.17,1.72,"The dataset-level abstract describes Li-rich pegmatites, barren garnet-bearing pegmatites and two-mica granites; the sample table does not assign those classes to individual sample IDs.",Targeted petrological samples at two published coordinate sites; not a systematic regional survey and not representative of unsampled areas.,false,independent_geochemical_context,excluded_from_v0.6_model_pending_spatial_validation,"H3/admin/geology/model fields are a deterministic co-location join. The source samples did not train or validate v0.6; co-located top-five scores are context, not source confirmation.",SRC_EARTHCHEM_ECL_4498_DUTT_2026,"Analytical data of Li-rich pegmatites and associated leucogranites of the Assam-Meghalaya Gneissic Complex, northeast India",10.60520/IEDA/114498,https://ecl.earthchem.org/view.php?id=4498,"[""Amrita Dutt"",""Debajyoti Paul"",""Vineet Goswami"",""Dwijesh Ray"",""Jeetendra Kumar Dash""]",CC-BY-4.0,https://spdx.org/licenses/CC-BY-4.0,"[""4498-1_Duttetal_2026_BulkAnalysis.xls"",""4498-2_Duttetal_2026_InsituAnalysis.xls""]","{""4498-1_Duttetal_2026_BulkAnalysis.xls"":""118bc636e3cd7a3b42a109ca4c6985b7a4926f2f"",""4498-2_Duttetal_2026_InsituAnalysis.xls"":""30abe32ae1a77e661342e5083abc98446b3918ef""}","{""4498-1_Duttetal_2026_BulkAnalysis.xls"":""dc29e57f88ed3846140751d12319bb5f2d446f7baf9b853918e94e3ff0decb30"",""4498-2_Duttetal_2026_InsituAnalysis.xls"":""8d49808ac091772966e7f7cac7280a1d0cd1fde0556bdb9f02fa05c72f7e3604""}","Dutt, A.; Paul, D.; Goswami, V.; Ray, D.; Dash, J.K. (2026). Analytical data of Li-rich pegmatites and associated leucogranites of the Assam-Meghalaya Gneissic Complex, northeast India, Version 1.0. Interdisciplinary Earth Data Alliance (IEDA). https://doi.org/10.60520/IEDA/114498",2026-09-10,"[""targeted_petrological_sampling_not_population_representative"",""sample_lithology_not_reported_in_sample_table"",""igsn_not_reported""]"
