record_id,record_type,source_id,source_serial_number,state_or_ut,state_source,district,mine_name,mine_name_source,mineral_source,normalized_material_ids_json,normalized_material_names_json,earlier_lessee,published_status,published_status_scope,current_legal_or_operational_status_verified,latitude,longitude,coordinate_source,location_precision,model_evidence_role,model_exclusion_reason,source_url,source_page_last_updated,source_access_date,source_page_sha256,source_table_row_number,quality_flags_json,notes
IBM-ABANDONED-001,official_abandoned_mine_inventory_record,SRC_IBM_ABANDONED_MINE_SITES,1,Andhra Pradesh,Andhra Pradesh,,Borra,Borra,Calcite,"[""group:calcium-and-limestone"",""mineral:calcite""]","[""Calcium and limestone"",""Calcite""]",Perl Glass India Ltd.,abandoned_or_orphaned_site_identified_for_reclamation_or_rehabilitation,one of 82 sites remaining after 24 of 106 identified sites became operational again,False,,,,state_and_named_mine_only,excluded_context_only,IBM page publishes no coordinate and does not establish current status; geocoding by name would be inferred evidence.,https://ibm.gov.in/IBMPortal/pages/Abandoned_Mine_Sites,2026-09-09,2026-09-10,e5164e21ea4f5447d13bcfe20654f81e8791b94913eaa5f51b7f2057f1379edb,2,"[""coordinates_not_published"",""district_not_published"",""current_status_not_independently_verified""]",Source wording is preserved. Earlier lessee is historical context and must not be interpreted as the current owner or rights holder.
IBM-ABANDONED-002,official_abandoned_mine_inventory_record,SRC_IBM_ABANDONED_MINE_SITES,2,Andhra Pradesh,Andhra Pradesh,,Budarayavalasa,Budarayavalasa,Lime kanker,"[""rock:lime-kankar""]","[""Lime kankar""]",M/s FACOR,abandoned_or_orphaned_site_identified_for_reclamation_or_rehabilitation,one of 82 sites remaining after 24 of 106 identified sites became operational again,False,,,,state_and_named_mine_only,excluded_context_only,IBM page publishes no coordinate and does not establish current status; geocoding by name would be inferred evidence.,https://ibm.gov.in/IBMPortal/pages/Abandoned_Mine_Sites,2026-09-09,2026-09-10,e5164e21ea4f5447d13bcfe20654f81e8791b94913eaa5f51b7f2057f1379edb,3,"[""coordinates_not_published"",""district_not_published"",""current_status_not_independently_verified""]",Source wording is preserved. Earlier lessee is historical context and must not be interpreted as the current owner or rights holder.
IBM-ABANDONED-003,official_abandoned_mine_inventory_record,SRC_IBM_ABANDONED_MINE_SITES,3,Andhra Pradesh,Andhra Pradesh,,Dasari Ramanaidu Valasa II,Dasari Ramanaidu Valasa II,Lime kanker,"[""rock:lime-kankar""]","[""Lime kankar""]",M/s FACOR,abandoned_or_orphaned_site_identified_for_reclamation_or_rehabilitation,one of 82 sites remaining after 24 of 106 identified sites became operational again,False,,,,state_and_named_mine_only,excluded_context_only,IBM page publishes no coordinate and does not establish current status; geocoding by name would be inferred evidence.,https://ibm.gov.in/IBMPortal/pages/Abandoned_Mine_Sites,2026-09-09,2026-09-10,e5164e21ea4f5447d13bcfe20654f81e8791b94913eaa5f51b7f2057f1379edb,4,"[""coordinates_not_published"",""district_not_published"",""current_status_not_independently_verified""]",Source wording is preserved. Earlier lessee is historical context and must not be interpreted as the current owner or rights holder.
IBM-ABANDONED-004,official_abandoned_mine_inventory_record,SRC_IBM_ABANDONED_MINE_SITES,4,Andhra Pradesh,Andhra Pradesh,,Dasari Ramanaidu Valasa I,Dasari Ramanaidu Valasa I,Lime kanker,"[""rock:lime-kankar""]","[""Lime kankar""]",M/s FACOR,abandoned_or_orphaned_site_identified_for_reclamation_or_rehabilitation,one of 82 sites remaining after 24 of 106 identified sites became operational again,False,,,,state_and_named_mine_only,excluded_context_only,IBM page publishes no coordinate and does not establish current status; geocoding by name would be inferred evidence.,https://ibm.gov.in/IBMPortal/pages/Abandoned_Mine_Sites,2026-09-09,2026-09-10,e5164e21ea4f5447d13bcfe20654f81e8791b94913eaa5f51b7f2057f1379edb,5,"[""coordinates_not_published"",""district_not_published"",""current_status_not_independently_verified""]",Source wording is preserved. Earlier lessee is historical context and must not be interpreted as the current owner or rights holder.
IBM-ABANDONED-005,official_abandoned_mine_inventory_record,SRC_IBM_ABANDONED_MINE_SITES,5,Andhra Pradesh,Andhra Pradesh,,Korlam I,Korlam I,Quartz,"[""element:silicon"",""mineral:quartz""]","[""Silicon"",""Quartz""]",M/s FACOR,abandoned_or_orphaned_site_identified_for_reclamation_or_rehabilitation,one of 82 sites remaining after 24 of 106 identified sites became operational again,False,,,,state_and_named_mine_only,excluded_context_only,IBM page publishes no coordinate and does not establish current status; geocoding by name would be inferred evidence.,https://ibm.gov.in/IBMPortal/pages/Abandoned_Mine_Sites,2026-09-09,2026-09-10,e5164e21ea4f5447d13bcfe20654f81e8791b94913eaa5f51b7f2057f1379edb,6,"[""coordinates_not_published"",""district_not_published"",""current_status_not_independently_verified""]",Source wording is preserved. Earlier lessee is historical context and must not be interpreted as the current owner or rights holder.
IBM-ABANDONED-006,official_abandoned_mine_inventory_record,SRC_IBM_ABANDONED_MINE_SITES,6,Andhra Pradesh,Andhra Pradesh,,Kunchagumadam,Kunchagumadam,Lime kanker,"[""rock:lime-kankar""]","[""Lime kankar""]",M/s FACOR,abandoned_or_orphaned_site_identified_for_reclamation_or_rehabilitation,one of 82 sites remaining after 24 of 106 identified sites became operational again,False,,,,state_and_named_mine_only,excluded_context_only,IBM page publishes no coordinate and does not establish current status; geocoding by name would be inferred evidence.,https://ibm.gov.in/IBMPortal/pages/Abandoned_Mine_Sites,2026-09-09,2026-09-10,e5164e21ea4f5447d13bcfe20654f81e8791b94913eaa5f51b7f2057f1379edb,7,"[""coordinates_not_published"",""district_not_published"",""current_status_not_independently_verified""]",Source wording is preserved. Earlier lessee is historical context and must not be interpreted as the current owner or rights holder.
IBM-ABANDONED-007,official_abandoned_mine_inventory_record,SRC_IBM_ABANDONED_MINE_SITES,7,Andhra Pradesh,Andhra Pradesh,,Moutoor,Moutoor,Feldspar,"[""group:feldspar-group""]","[""Feldspar group""]",Sh.B.A.Khan,abandoned_or_orphaned_site_identified_for_reclamation_or_rehabilitation,one of 82 sites remaining after 24 of 106 identified sites became operational again,False,,,,state_and_named_mine_only,excluded_context_only,IBM page publishes no coordinate and does not establish current status; geocoding by name would be inferred evidence.,https://ibm.gov.in/IBMPortal/pages/Abandoned_Mine_Sites,2026-09-09,2026-09-10,e5164e21ea4f5447d13bcfe20654f81e8791b94913eaa5f51b7f2057f1379edb,8,"[""coordinates_not_published"",""district_not_published"",""current_status_not_independently_verified""]",Source wording is preserved. Earlier lessee is historical context and must not be interpreted as the current owner or rights holder.
IBM-ABANDONED-008,official_abandoned_mine_inventory_record,SRC_IBM_ABANDONED_MINE_SITES,8,Andhra Pradesh,Andhra Pradesh,,Palakandyaur,Palakandyaur,Lime kanker,"[""rock:lime-kankar""]","[""Lime kankar""]",M/s FACOR,abandoned_or_orphaned_site_identified_for_reclamation_or_rehabilitation,one of 82 sites remaining after 24 of 106 identified sites became operational again,False,,,,state_and_named_mine_only,excluded_context_only,IBM page publishes no coordinate and does not establish current status; geocoding by name would be inferred evidence.,https://ibm.gov.in/IBMPortal/pages/Abandoned_Mine_Sites,2026-09-09,2026-09-10,e5164e21ea4f5447d13bcfe20654f81e8791b94913eaa5f51b7f2057f1379edb,9,"[""coordinates_not_published"",""district_not_published"",""current_status_not_independently_verified""]",Source wording is preserved. Earlier lessee is historical context and must not be interpreted as the current owner or rights holder.
IBM-ABANDONED-009,official_abandoned_mine_inventory_record,SRC_IBM_ABANDONED_MINE_SITES,9,Andhra Pradesh,Andhra Pradesh,,Pedabantupalli,Pedabantupalli,Lime kanker,"[""rock:lime-kankar""]","[""Lime kankar""]",M/s FACOR,abandoned_or_orphaned_site_identified_for_reclamation_or_rehabilitation,one of 82 sites remaining after 24 of 106 identified sites became operational again,False,,,,state_and_named_mine_only,excluded_context_only,IBM page publishes no coordinate and does not establish current status; geocoding by name would be inferred evidence.,https://ibm.gov.in/IBMPortal/pages/Abandoned_Mine_Sites,2026-09-09,2026-09-10,e5164e21ea4f5447d13bcfe20654f81e8791b94913eaa5f51b7f2057f1379edb,10,"[""coordinates_not_published"",""district_not_published"",""current_status_not_independently_verified""]",Source wording is preserved. Earlier lessee is historical context and must not be interpreted as the current owner or rights holder.
IBM-ABANDONED-010,official_abandoned_mine_inventory_record,SRC_IBM_ABANDONED_MINE_SITES,10,Andhra Pradesh,Andhra Pradesh,,Pullajipeta,Pullajipeta,Quartz,"[""element:silicon"",""mineral:quartz""]","[""Silicon"",""Quartz""]",M/s FACOR,abandoned_or_orphaned_site_identified_for_reclamation_or_rehabilitation,one of 82 sites remaining after 24 of 106 identified sites became operational again,False,,,,state_and_named_mine_only,excluded_context_only,IBM page publishes no coordinate and does not establish current status; geocoding by name would be inferred evidence.,https://ibm.gov.in/IBMPortal/pages/Abandoned_Mine_Sites,2026-09-09,2026-09-10,e5164e21ea4f5447d13bcfe20654f81e8791b94913eaa5f51b7f2057f1379edb,11,"[""coordinates_not_published"",""district_not_published"",""current_status_not_independently_verified""]",Source wording is preserved. Earlier lessee is historical context and must not be interpreted as the current owner or rights holder.
IBM-ABANDONED-011,official_abandoned_mine_inventory_record,SRC_IBM_ABANDONED_MINE_SITES,11,Andhra Pradesh,Andhra Pradesh,,Regati V.U mine,Regati V.U mine,Lime kanker,"[""rock:lime-kankar""]","[""Lime kankar""]",M/s FACOR,abandoned_or_orphaned_site_identified_for_reclamation_or_rehabilitation,one of 82 sites remaining after 24 of 106 identified sites became operational again,False,,,,state_and_named_mine_only,excluded_context_only,IBM page publishes no coordinate and does not establish current status; geocoding by name would be inferred evidence.,https://ibm.gov.in/IBMPortal/pages/Abandoned_Mine_Sites,2026-09-09,2026-09-10,e5164e21ea4f5447d13bcfe20654f81e8791b94913eaa5f51b7f2057f1379edb,12,"[""coordinates_not_published"",""district_not_published"",""current_status_not_independently_verified""]",Source wording is preserved. Earlier lessee is historical context and must not be interpreted as the current owner or rights holder.
IBM-ABANDONED-012,official_abandoned_mine_inventory_record,SRC_IBM_ABANDONED_MINE_SITES,12,Andhra Pradesh,Andhra Pradesh,,Sri Ramchandra,Sri Ramchandra,Manganese,"[""element:manganese""]","[""Manganese""]",M/s FACOR,abandoned_or_orphaned_site_identified_for_reclamation_or_rehabilitation,one of 82 sites remaining after 24 of 106 identified sites became operational again,False,,,,state_and_named_mine_only,excluded_context_only,IBM page publishes no coordinate and does not establish current status; geocoding by name would be inferred evidence.,https://ibm.gov.in/IBMPortal/pages/Abandoned_Mine_Sites,2026-09-09,2026-09-10,e5164e21ea4f5447d13bcfe20654f81e8791b94913eaa5f51b7f2057f1379edb,13,"[""coordinates_not_published"",""district_not_published"",""current_status_not_independently_verified""]",Source wording is preserved. Earlier lessee is historical context and must not be interpreted as the current owner or rights holder.
IBM-ABANDONED-013,official_abandoned_mine_inventory_record,SRC_IBM_ABANDONED_MINE_SITES,13,Goa,Goa,,Sacorda,Sacorda,Iron ore,"[""element:iron"",""ore:iron-ore""]","[""Iron"",""Iron ore""]",Shri V.D.Chowgule,abandoned_or_orphaned_site_identified_for_reclamation_or_rehabilitation,one of 82 sites remaining after 24 of 106 identified sites became operational again,False,,,,state_and_named_mine_only,excluded_context_only,IBM page publishes no coordinate and does not establish current status; geocoding by name would be inferred evidence.,https://ibm.gov.in/IBMPortal/pages/Abandoned_Mine_Sites,2026-09-09,2026-09-10,e5164e21ea4f5447d13bcfe20654f81e8791b94913eaa5f51b7f2057f1379edb,14,"[""coordinates_not_published"",""district_not_published"",""current_status_not_independently_verified""]",Source wording is preserved. Earlier lessee is historical context and must not be interpreted as the current owner or rights holder.
IBM-ABANDONED-014,official_abandoned_mine_inventory_record,SRC_IBM_ABANDONED_MINE_SITES,14,Gujarat,Gujrat,,Aditya,Aditya,Chalk,"[""group:calcium-and-limestone"",""rock:chalk""]","[""Calcium and limestone"",""Chalk""]",Patel Min.Industries,abandoned_or_orphaned_site_identified_for_reclamation_or_rehabilitation,one of 82 sites remaining after 24 of 106 identified sites became operational again,False,,,,state_and_named_mine_only,excluded_context_only,IBM page publishes no coordinate and does not establish current status; geocoding by name would be inferred evidence.,https://ibm.gov.in/IBMPortal/pages/Abandoned_Mine_Sites,2026-09-09,2026-09-10,e5164e21ea4f5447d13bcfe20654f81e8791b94913eaa5f51b7f2057f1379edb,15,"[""coordinates_not_published"",""district_not_published"",""current_status_not_independently_verified""]",Source wording is preserved. Earlier lessee is historical context and must not be interpreted as the current owner or rights holder.
IBM-ABANDONED-015,official_abandoned_mine_inventory_record,SRC_IBM_ABANDONED_MINE_SITES,15,Jharkhand,Jharkhand,,Dhadu,Dhadu,Fireclay,"[""group:clay"",""material:fire-clay""]","[""Clay"",""Fire clay""]",Shri M.P.Singhdeo,abandoned_or_orphaned_site_identified_for_reclamation_or_rehabilitation,one of 82 sites remaining after 24 of 106 identified sites became operational again,False,,,,state_and_named_mine_only,excluded_context_only,IBM page publishes no coordinate and does not establish current status; geocoding by name would be inferred evidence.,https://ibm.gov.in/IBMPortal/pages/Abandoned_Mine_Sites,2026-09-09,2026-09-10,e5164e21ea4f5447d13bcfe20654f81e8791b94913eaa5f51b7f2057f1379edb,16,"[""coordinates_not_published"",""district_not_published"",""current_status_not_independently_verified""]",Source wording is preserved. Earlier lessee is historical context and must not be interpreted as the current owner or rights holder.
IBM-ABANDONED-016,official_abandoned_mine_inventory_record,SRC_IBM_ABANDONED_MINE_SITES,16,Jharkhand,Jharkhand,,Kahalgaon,Kahalgaon,Fireclay,"[""group:clay"",""material:fire-clay""]","[""Clay"",""Fire clay""]",Biharilal & Bros,abandoned_or_orphaned_site_identified_for_reclamation_or_rehabilitation,one of 82 sites remaining after 24 of 106 identified sites became operational again,False,,,,state_and_named_mine_only,excluded_context_only,IBM page publishes no coordinate and does not establish current status; geocoding by name would be inferred evidence.,https://ibm.gov.in/IBMPortal/pages/Abandoned_Mine_Sites,2026-09-09,2026-09-10,e5164e21ea4f5447d13bcfe20654f81e8791b94913eaa5f51b7f2057f1379edb,17,"[""coordinates_not_published"",""district_not_published"",""current_status_not_independently_verified""]",Source wording is preserved. Earlier lessee is historical context and must not be interpreted as the current owner or rights holder.
IBM-ABANDONED-017,official_abandoned_mine_inventory_record,SRC_IBM_ABANDONED_MINE_SITES,17,Jharkhand,Jharkhand,,Manduapat,Manduapat,Bauxite,"[""element:aluminium"",""ore:bauxite""]","[""Aluminium"",""Bauxite""]",HINDAL Indus.Ltd.,abandoned_or_orphaned_site_identified_for_reclamation_or_rehabilitation,one of 82 sites remaining after 24 of 106 identified sites became operational again,False,,,,state_and_named_mine_only,excluded_context_only,IBM page publishes no coordinate and does not establish current status; geocoding by name would be inferred evidence.,https://ibm.gov.in/IBMPortal/pages/Abandoned_Mine_Sites,2026-09-09,2026-09-10,e5164e21ea4f5447d13bcfe20654f81e8791b94913eaa5f51b7f2057f1379edb,18,"[""coordinates_not_published"",""district_not_published"",""current_status_not_independently_verified""]",Source wording is preserved. Earlier lessee is historical context and must not be interpreted as the current owner or rights holder.
IBM-ABANDONED-018,official_abandoned_mine_inventory_record,SRC_IBM_ABANDONED_MINE_SITES,18,Jharkhand,Jharkhand,,Rajbar,Rajbar,Fireclay,"[""group:clay"",""material:fire-clay""]","[""Clay"",""Fire clay""]",R.C.Mohapatra,abandoned_or_orphaned_site_identified_for_reclamation_or_rehabilitation,one of 82 sites remaining after 24 of 106 identified sites became operational again,False,,,,state_and_named_mine_only,excluded_context_only,IBM page publishes no coordinate and does not establish current status; geocoding by name would be inferred evidence.,https://ibm.gov.in/IBMPortal/pages/Abandoned_Mine_Sites,2026-09-09,2026-09-10,e5164e21ea4f5447d13bcfe20654f81e8791b94913eaa5f51b7f2057f1379edb,19,"[""coordinates_not_published"",""district_not_published"",""current_status_not_independently_verified""]",Source wording is preserved. Earlier lessee is historical context and must not be interpreted as the current owner or rights holder.
IBM-ABANDONED-019,official_abandoned_mine_inventory_record,SRC_IBM_ABANDONED_MINE_SITES,19,Jharkhand,Jharkhand,,Shanti No.2,Shanti No.2,Mica,"[""group:mica-group""]","[""Mica group""]",S.K.Jhanjhari,abandoned_or_orphaned_site_identified_for_reclamation_or_rehabilitation,one of 82 sites remaining after 24 of 106 identified sites became operational again,False,,,,state_and_named_mine_only,excluded_context_only,IBM page publishes no coordinate and does not establish current status; geocoding by name would be inferred evidence.,https://ibm.gov.in/IBMPortal/pages/Abandoned_Mine_Sites,2026-09-09,2026-09-10,e5164e21ea4f5447d13bcfe20654f81e8791b94913eaa5f51b7f2057f1379edb,20,"[""coordinates_not_published"",""district_not_published"",""current_status_not_independently_verified""]",Source wording is preserved. Earlier lessee is historical context and must not be interpreted as the current owner or rights holder.
IBM-ABANDONED-020,official_abandoned_mine_inventory_record,SRC_IBM_ABANDONED_MINE_SITES,20,Jharkhand,Jharkhand,,Shanti U/G,Shanti U/G,Mica,"[""group:mica-group""]","[""Mica group""]",S.K.Jhanjhari,abandoned_or_orphaned_site_identified_for_reclamation_or_rehabilitation,one of 82 sites remaining after 24 of 106 identified sites became operational again,False,,,,state_and_named_mine_only,excluded_context_only,IBM page publishes no coordinate and does not establish current status; geocoding by name would be inferred evidence.,https://ibm.gov.in/IBMPortal/pages/Abandoned_Mine_Sites,2026-09-09,2026-09-10,e5164e21ea4f5447d13bcfe20654f81e8791b94913eaa5f51b7f2057f1379edb,21,"[""coordinates_not_published"",""district_not_published"",""current_status_not_independently_verified""]",Source wording is preserved. Earlier lessee is historical context and must not be interpreted as the current owner or rights holder.
IBM-ABANDONED-021,official_abandoned_mine_inventory_record,SRC_IBM_ABANDONED_MINE_SITES,21,Jharkhand,Jharkhand,,Shanti West,Shanti West,Mica,"[""group:mica-group""]","[""Mica group""]",S.K.Jhanjhari,abandoned_or_orphaned_site_identified_for_reclamation_or_rehabilitation,one of 82 sites remaining after 24 of 106 identified sites became operational again,False,,,,state_and_named_mine_only,excluded_context_only,IBM page publishes no coordinate and does not establish current status; geocoding by name would be inferred evidence.,https://ibm.gov.in/IBMPortal/pages/Abandoned_Mine_Sites,2026-09-09,2026-09-10,e5164e21ea4f5447d13bcfe20654f81e8791b94913eaa5f51b7f2057f1379edb,22,"[""coordinates_not_published"",""district_not_published"",""current_status_not_independently_verified""]",Source wording is preserved. Earlier lessee is historical context and must not be interpreted as the current owner or rights holder.
IBM-ABANDONED-022,official_abandoned_mine_inventory_record,SRC_IBM_ABANDONED_MINE_SITES,22,Jharkhand,Jharkhand,,Mohudi,Mohudi,Iron,"[""element:iron""]","[""Iron""]",M/s TISCO,abandoned_or_orphaned_site_identified_for_reclamation_or_rehabilitation,one of 82 sites remaining after 24 of 106 identified sites became operational again,False,,,,state_and_named_mine_only,excluded_context_only,IBM page publishes no coordinate and does not establish current status; geocoding by name would be inferred evidence.,https://ibm.gov.in/IBMPortal/pages/Abandoned_Mine_Sites,2026-09-09,2026-09-10,e5164e21ea4f5447d13bcfe20654f81e8791b94913eaa5f51b7f2057f1379edb,23,"[""coordinates_not_published"",""district_not_published"",""current_status_not_independently_verified""]",Source wording is preserved. Earlier lessee is historical context and must not be interpreted as the current owner or rights holder.
IBM-ABANDONED-023,official_abandoned_mine_inventory_record,SRC_IBM_ABANDONED_MINE_SITES,23,Karnataka,Karnataka,,Mysore,Mysore,Gold,"[""element:gold""]","[""Gold""]",M/s BGML,abandoned_or_orphaned_site_identified_for_reclamation_or_rehabilitation,one of 82 sites remaining after 24 of 106 identified sites became operational again,False,,,,state_and_named_mine_only,excluded_context_only,IBM page publishes no coordinate and does not establish current status; geocoding by name would be inferred evidence.,https://ibm.gov.in/IBMPortal/pages/Abandoned_Mine_Sites,2026-09-09,2026-09-10,e5164e21ea4f5447d13bcfe20654f81e8791b94913eaa5f51b7f2057f1379edb,24,"[""coordinates_not_published"",""district_not_published"",""current_status_not_independently_verified""]",Source wording is preserved. Earlier lessee is historical context and must not be interpreted as the current owner or rights holder.
IBM-ABANDONED-024,official_abandoned_mine_inventory_record,SRC_IBM_ABANDONED_MINE_SITES,24,Karnataka,Karnataka,,Nandidurg,Nandidurg,Gold,"[""element:gold""]","[""Gold""]",M/s BGML,abandoned_or_orphaned_site_identified_for_reclamation_or_rehabilitation,one of 82 sites remaining after 24 of 106 identified sites became operational again,False,,,,state_and_named_mine_only,excluded_context_only,IBM page publishes no coordinate and does not establish current status; geocoding by name would be inferred evidence.,https://ibm.gov.in/IBMPortal/pages/Abandoned_Mine_Sites,2026-09-09,2026-09-10,e5164e21ea4f5447d13bcfe20654f81e8791b94913eaa5f51b7f2057f1379edb,25,"[""coordinates_not_published"",""district_not_published"",""current_status_not_independently_verified""]",Source wording is preserved. Earlier lessee is historical context and must not be interpreted as the current owner or rights holder.
IBM-ABANDONED-025,official_abandoned_mine_inventory_record,SRC_IBM_ABANDONED_MINE_SITES,25,Madhya Pradesh,Madhya Pradesh,,Badretha,Badretha,Limestone,"[""group:calcium-and-limestone"",""rock:limestone""]","[""Calcium and limestone"",""Limestone""]",Bhagwati Prasad Agrawal,abandoned_or_orphaned_site_identified_for_reclamation_or_rehabilitation,one of 82 sites remaining after 24 of 106 identified sites became operational again,False,,,,state_and_named_mine_only,excluded_context_only,IBM page publishes no coordinate and does not establish current status; geocoding by name would be inferred evidence.,https://ibm.gov.in/IBMPortal/pages/Abandoned_Mine_Sites,2026-09-09,2026-09-10,e5164e21ea4f5447d13bcfe20654f81e8791b94913eaa5f51b7f2057f1379edb,26,"[""coordinates_not_published"",""district_not_published"",""current_status_not_independently_verified""]",Source wording is preserved. Earlier lessee is historical context and must not be interpreted as the current owner or rights holder.
IBM-ABANDONED-026,official_abandoned_mine_inventory_record,SRC_IBM_ABANDONED_MINE_SITES,26,Madhya Pradesh,Madhya Pradesh,,Bahadurpalli,Bahadurpalli,Quartz,"[""element:silicon"",""mineral:quartz""]","[""Silicon"",""Quartz""]",Mahalaxmi Glass Corpn. Pvt.Ltd.,abandoned_or_orphaned_site_identified_for_reclamation_or_rehabilitation,one of 82 sites remaining after 24 of 106 identified sites became operational again,False,,,,state_and_named_mine_only,excluded_context_only,IBM page publishes no coordinate and does not establish current status; geocoding by name would be inferred evidence.,https://ibm.gov.in/IBMPortal/pages/Abandoned_Mine_Sites,2026-09-09,2026-09-10,e5164e21ea4f5447d13bcfe20654f81e8791b94913eaa5f51b7f2057f1379edb,27,"[""coordinates_not_published"",""district_not_published"",""current_status_not_independently_verified""]",Source wording is preserved. Earlier lessee is historical context and must not be interpreted as the current owner or rights holder.
IBM-ABANDONED-027,official_abandoned_mine_inventory_record,SRC_IBM_ABANDONED_MINE_SITES,27,Madhya Pradesh,Madhya Pradesh,,Bamangawan,Bamangawan,Ochre,"[""material:iron-oxide-pigments"",""material:ochre""]","[""Iron oxide pigments"",""Ochre""]",Vimla Agrawal,abandoned_or_orphaned_site_identified_for_reclamation_or_rehabilitation,one of 82 sites remaining after 24 of 106 identified sites became operational again,False,,,,state_and_named_mine_only,excluded_context_only,IBM page publishes no coordinate and does not establish current status; geocoding by name would be inferred evidence.,https://ibm.gov.in/IBMPortal/pages/Abandoned_Mine_Sites,2026-09-09,2026-09-10,e5164e21ea4f5447d13bcfe20654f81e8791b94913eaa5f51b7f2057f1379edb,28,"[""coordinates_not_published"",""district_not_published"",""current_status_not_independently_verified""]",Source wording is preserved. Earlier lessee is historical context and must not be interpreted as the current owner or rights holder.
IBM-ABANDONED-028,official_abandoned_mine_inventory_record,SRC_IBM_ABANDONED_MINE_SITES,28,Madhya Pradesh,Madhya Pradesh,,Bhamraha,Bhamraha,White eatrh,"[""material:white-earth""]","[""White earth""]",Bagri Minerals & Chemicals Ltd.,abandoned_or_orphaned_site_identified_for_reclamation_or_rehabilitation,one of 82 sites remaining after 24 of 106 identified sites became operational again,False,,,,state_and_named_mine_only,excluded_context_only,IBM page publishes no coordinate and does not establish current status; geocoding by name would be inferred evidence.,https://ibm.gov.in/IBMPortal/pages/Abandoned_Mine_Sites,2026-09-09,2026-09-10,e5164e21ea4f5447d13bcfe20654f81e8791b94913eaa5f51b7f2057f1379edb,29,"[""coordinates_not_published"",""district_not_published"",""current_status_not_independently_verified""]",Source wording is preserved. Earlier lessee is historical context and must not be interpreted as the current owner or rights holder.
IBM-ABANDONED-029,official_abandoned_mine_inventory_record,SRC_IBM_ABANDONED_MINE_SITES,29,Madhya Pradesh,Madhya Pradesh,,Bharoli,Bharoli,Ochre,"[""material:iron-oxide-pigments"",""material:ochre""]","[""Iron oxide pigments"",""Ochre""]",Ram Das Agrawal,abandoned_or_orphaned_site_identified_for_reclamation_or_rehabilitation,one of 82 sites remaining after 24 of 106 identified sites became operational again,False,,,,state_and_named_mine_only,excluded_context_only,IBM page publishes no coordinate and does not establish current status; geocoding by name would be inferred evidence.,https://ibm.gov.in/IBMPortal/pages/Abandoned_Mine_Sites,2026-09-09,2026-09-10,e5164e21ea4f5447d13bcfe20654f81e8791b94913eaa5f51b7f2057f1379edb,30,"[""coordinates_not_published"",""district_not_published"",""current_status_not_independently_verified""]",Source wording is preserved. Earlier lessee is historical context and must not be interpreted as the current owner or rights holder.
IBM-ABANDONED-030,official_abandoned_mine_inventory_record,SRC_IBM_ABANDONED_MINE_SITES,30,Madhya Pradesh,Madhya Pradesh,,Bhatiatola,Bhatiatola,Dolomite,"[""mineral:dolomite""]","[""Dolomite""]",M.P.State Mining Corpn.Ltd.,abandoned_or_orphaned_site_identified_for_reclamation_or_rehabilitation,one of 82 sites remaining after 24 of 106 identified sites became operational again,False,,,,state_and_named_mine_only,excluded_context_only,IBM page publishes no coordinate and does not establish current status; geocoding by name would be inferred evidence.,https://ibm.gov.in/IBMPortal/pages/Abandoned_Mine_Sites,2026-09-09,2026-09-10,e5164e21ea4f5447d13bcfe20654f81e8791b94913eaa5f51b7f2057f1379edb,31,"[""coordinates_not_published"",""district_not_published"",""current_status_not_independently_verified""]",Source wording is preserved. Earlier lessee is historical context and must not be interpreted as the current owner or rights holder.
IBM-ABANDONED-031,official_abandoned_mine_inventory_record,SRC_IBM_ABANDONED_MINE_SITES,31,Madhya Pradesh,Madhya Pradesh,,Bodhanwara,Bodhanwara,Fireclay,"[""group:clay"",""material:fire-clay""]","[""Clay"",""Fire clay""]",V.P.Gupta,abandoned_or_orphaned_site_identified_for_reclamation_or_rehabilitation,one of 82 sites remaining after 24 of 106 identified sites became operational again,False,,,,state_and_named_mine_only,excluded_context_only,IBM page publishes no coordinate and does not establish current status; geocoding by name would be inferred evidence.,https://ibm.gov.in/IBMPortal/pages/Abandoned_Mine_Sites,2026-09-09,2026-09-10,e5164e21ea4f5447d13bcfe20654f81e8791b94913eaa5f51b7f2057f1379edb,32,"[""coordinates_not_published"",""district_not_published"",""current_status_not_independently_verified""]",Source wording is preserved. Earlier lessee is historical context and must not be interpreted as the current owner or rights holder.
IBM-ABANDONED-032,official_abandoned_mine_inventory_record,SRC_IBM_ABANDONED_MINE_SITES,32,Madhya Pradesh,Madhya Pradesh,,Chhenehara,Chhenehara,Ochre,"[""material:iron-oxide-pigments"",""material:ochre""]","[""Iron oxide pigments"",""Ochre""]",Shiv Kumar Agrawal,abandoned_or_orphaned_site_identified_for_reclamation_or_rehabilitation,one of 82 sites remaining after 24 of 106 identified sites became operational again,False,,,,state_and_named_mine_only,excluded_context_only,IBM page publishes no coordinate and does not establish current status; geocoding by name would be inferred evidence.,https://ibm.gov.in/IBMPortal/pages/Abandoned_Mine_Sites,2026-09-09,2026-09-10,e5164e21ea4f5447d13bcfe20654f81e8791b94913eaa5f51b7f2057f1379edb,33,"[""coordinates_not_published"",""district_not_published"",""current_status_not_independently_verified""]",Source wording is preserved. Earlier lessee is historical context and must not be interpreted as the current owner or rights holder.
