record_id,record_class,source_table_number,source_pdf_page,reference_date,mineral_name_source,normalized_top50_materials_json,scope_type,state_or_ut,geography_name_source,grade_or_measure_source,resource_basis,unit_source,unit_scale_to_base,base_unit,std111_proved,std121_probable,std122_probable,reserves_total_a,std211_feasibility,std221_prefeasibility,std222_prefeasibility,std331_measured,std332_indicated,std333_inferred,std334_reconnaissance,remaining_resources_total_b,total_resources_a_plus_b,total_resources_base_quantity,blank_numeric_cells_interpreted_as_zero,source_figures_rounded,arithmetic_max_abs_error_source_units,arithmetic_tolerance_source_units,arithmetic_validation_pass,latitude,longitude,coordinates_available_in_source,spatial_integration_status,source_id,source_url,source_pdf_url,source_file_sha256,extraction_method
IBM-NMI2025-5-01-national-total-all-india-total-01,official_nmi_resource_inventory,5.01,1,2025-04-01,Andalusite,[],national_total,,All India,Total,bulk_mineral_or_source_grade,'000 Tonnes,1000.0,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58040.0,56210.0,11800.0,126050.0,126050.0,126050000.0,0,True,0.0,2.5210000000000004,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-01-grade-all-india-low-01,official_nmi_resource_inventory,5.01,1,2025-04-01,Andalusite,[],grade,,All India,Low,bulk_mineral_or_source_grade,'000 Tonnes,1000.0,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58040.0,56210.0,11800.0,126050.0,126050.0,126050000.0,0,True,0.0,2.5210000000000004,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-01-state-jharkhand-total-01,official_nmi_resource_inventory,5.01,1,2025-04-01,Andalusite,[],state,Jharkhand,Jharkhand,Total,bulk_mineral_or_source_grade,'000 Tonnes,1000.0,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11800.0,11800.0,11800.0,11800000.0,0,True,0.0,2.0,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-01-state-uttar-pradesh-total-01,official_nmi_resource_inventory,5.01,1,2025-04-01,Andalusite,[],state,Uttar Pradesh,Uttar Pradesh,Total,bulk_mineral_or_source_grade,'000 Tonnes,1000.0,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58040.0,56210.0,0.0,114250.0,114250.0,114250000.0,0,True,0.0,2.285,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-02-national-total-all-india-ore-01,official_nmi_resource_inventory,5.02,2,2025-04-01,Antimony,"[""Antimony""]",national_total,,All India,Ore,ore,Tonne,1.0,tonnes,0.0,0.0,7503.0,7503.0,0.0,0.0,592.0,0.0,0.0,10588.0,0.0,11180.0,18683.0,18683.0,0,True,0.0,2.0,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-02-national-total-all-india-metal-01,official_nmi_resource_inventory,5.02,2,2025-04-01,Antimony,"[""Antimony""]",national_total,,All India,Metal,contained_metal_or_compound,Tonne,1.0,tonnes,0.0,0.0,75.0,75.0,0.0,0.0,5.92,0.0,0.0,174.0,0.0,179.92,254.92,254.92,0,True,0.0,2.0,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-02-state-himachal-pradesh-ore-01,official_nmi_resource_inventory,5.02,2,2025-04-01,Antimony,"[""Antimony""]",state,Himachal Pradesh,Himachal Pradesh,Ore,ore,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10588.0,0.0,10588.0,10588.0,10588.0,0,True,0.0,2.0,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-02-state-himachal-pradesh-metal-01,official_nmi_resource_inventory,5.02,2,2025-04-01,Antimony,"[""Antimony""]",state,Himachal Pradesh,Himachal Pradesh,Metal,contained_metal_or_compound,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,174.0,174.0,174.0,0,True,0.0,2.0,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-02-state-madhya-pradesh-ore-01,official_nmi_resource_inventory,5.02,2,2025-04-01,Antimony,"[""Antimony""]",state,Madhya Pradesh,Madhya Pradesh,Ore,ore,Tonne,1.0,tonnes,0.0,0.0,7503.0,7503.0,0.0,0.0,592.0,0.0,0.0,0.0,0.0,592.0,8095.0,8095.0,0,True,0.0,2.0,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-02-state-madhya-pradesh-metal-01,official_nmi_resource_inventory,5.02,2,2025-04-01,Antimony,"[""Antimony""]",state,Madhya Pradesh,Madhya Pradesh,Metal,contained_metal_or_compound,Tonne,1.0,tonnes,0.0,0.0,75.0,75.0,0.0,0.0,5.92,0.0,0.0,0.0,0.0,5.92,80.92,80.92,0,True,0.0,2.0,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-03-national-total-all-india-total-01,official_nmi_resource_inventory,5.03,3,2025-04-01,Apatite,"[""Phosphorus""]",national_total,,All India,Total,bulk_mineral_or_source_grade,Tonne,1.0,tonnes,27715.0,0.0,1680.0,29395.0,499149.0,0.0,0.0,2281521.0,11481250.0,5801338.0,1017646.0,21080904.0,21110299.0,21110299.0,0,True,0.0,422.20598,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-03-grade-all-india-chemical-fertilizer-01,official_nmi_resource_inventory,5.03,3,2025-04-01,Apatite,"[""Phosphorus""]",grade,,All India,Chemical Fertilizer,bulk_mineral_or_source_grade,Tonne,1.0,tonnes,27715.0,0.0,1680.0,29395.0,0.0,0.0,0.0,30000.0,0.0,200163.0,0.0,230163.0,259558.0,259558.0,0,True,0.0,5.19116,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-03-grade-all-india-soil-reclamation-01,official_nmi_resource_inventory,5.03,3,2025-04-01,Apatite,"[""Phosphorus""]",grade,,All India,Soil Reclamation,bulk_mineral_or_source_grade,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,236502.0,0.0,0.0,2233500.0,6243000.0,800000.0,0.0,9513002.0,9513002.0,9513002.0,0,True,0.0,190.26004,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-03-grade-all-india-low-non-beneficiable-01,official_nmi_resource_inventory,5.03,3,2025-04-01,Apatite,"[""Phosphorus""]",grade,,All India,Low/Non-Beneficiable,bulk_mineral_or_source_grade,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3360.0,2363000.0,50000.0,666646.0,3083006.0,3083006.0,3083006.0,0,True,0.0,61.660120000000006,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-03-grade-all-india-beneficiable-01,official_nmi_resource_inventory,5.03,3,2025-04-01,Apatite,"[""Phosphorus""]",grade,,All India,Beneficiable,bulk_mineral_or_source_grade,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12477.0,1875250.0,4561175.0,351000.0,6799902.0,6799902.0,6799902.0,0,True,0.0,135.99804,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-03-grade-all-india-blendable-01,official_nmi_resource_inventory,5.03,3,2025-04-01,Apatite,"[""Phosphorus""]",grade,,All India,Blendable,bulk_mineral_or_source_grade,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,262647.0,0.0,0.0,2184.0,0.0,0.0,0.0,264831.0,264831.0,264831.0,0,True,0.0,5.296620000000001,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-03-grade-all-india-unclassified-01,official_nmi_resource_inventory,5.03,3,2025-04-01,Apatite,"[""Phosphorus""]",grade,,All India,Unclassified,bulk_mineral_or_source_grade,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,1000000.0,1000000.0,1000000.0,1,True,0.0,20.0,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-03-grade-all-india-not-known-01,official_nmi_resource_inventory,5.03,3,2025-04-01,Apatite,"[""Phosphorus""]",grade,,All India,Not known,bulk_mineral_or_source_grade,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190000.0,0.0,190000.0,190000.0,190000.0,0,True,0.0,3.8000000000000003,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-03-state-andhra-pradesh-total-01,official_nmi_resource_inventory,5.03,3,2025-04-01,Apatite,"[""Phosphorus""]",state,Andhra Pradesh,Andhra Pradesh,Total,bulk_mineral_or_source_grade,Tonne,1.0,tonnes,27715.0,0.0,1680.0,29395.0,0.0,0.0,0.0,0.0,0.0,200163.0,0.0,200163.0,229558.0,229558.0,0,True,0.0,4.59116,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-03-state-gujarat-total-01,official_nmi_resource_inventory,5.03,3,2025-04-01,Apatite,"[""Phosphorus""]",state,Gujarat,Gujarat,Total,bulk_mineral_or_source_grade,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351000.0,351000.0,351000.0,351000.0,0,True,0.0,7.0200000000000005,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-03-state-jharkhand-total-01,official_nmi_resource_inventory,5.03,3,2025-04-01,Apatite,"[""Phosphorus""]",state,Jharkhand,Jharkhand,Total,bulk_mineral_or_source_grade,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2110000.0,1620000.0,3540000.0,0.0,7270000.0,7270000.0,7270000.0,0,True,0.0,145.4,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-03-state-meghalaya-total-01,official_nmi_resource_inventory,5.03,3,2025-04-01,Apatite,"[""Phosphorus""]",state,Meghalaya,Meghalaya,Total,bulk_mineral_or_source_grade,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300000.0,0.0,1300000.0,1300000.0,1300000.0,0,True,0.0,26.000000000000004,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-03-state-rajasthan-total-01,official_nmi_resource_inventory,5.03,3,2025-04-01,Apatite,"[""Phosphorus""]",state,Rajasthan,Rajasthan,Total,bulk_mineral_or_source_grade,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51521.0,1016000.0,0.0,0.0,1067521.0,1067521.0,1067521.0,0,True,0.0,21.350420000000003,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-03-state-tamil-nadu-total-01,official_nmi_resource_inventory,5.03,3,2025-04-01,Apatite,"[""Phosphorus""]",state,Tamil Nadu,Tamil Nadu,Total,bulk_mineral_or_source_grade,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240000.0,0.0,240000.0,240000.0,240000.0,0,True,0.0,4.800000000000001,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-03-state-west-bengal-total-01,official_nmi_resource_inventory,5.03,3,2025-04-01,Apatite,"[""Phosphorus""]",state,West Bengal,West Bengal,Total,bulk_mineral_or_source_grade,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,499149.0,0.0,0.0,120000.0,8845250.0,521175.0,666646.0,10652220.0,10652220.0,10652220.0,0,True,0.0,213.04440000000002,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-04-national-total-all-india-total-01,official_nmi_resource_inventory,5.04,4,2025-04-01,Asbestos,[],national_total,,All India,Total,bulk_mineral_or_source_grade,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,2488022.0,3113446.0,4062376.0,100687.0,2527959.0,10557777.0,57800.0,22908067.0,22908067.0,22908067.0,0,True,0.0,458.16134000000005,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-04-grade-all-india-chrysotile-01,official_nmi_resource_inventory,5.04,4,2025-04-01,Asbestos,[],grade,,All India,Chrysotile,bulk_mineral_or_source_grade,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,684838.0,39126.0,16553.0,2885.0,17660.0,70843.0,0.0,831905.0,831905.0,831905.0,0,True,0.0,16.6381,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-04-grade-all-india-amosite-01,official_nmi_resource_inventory,5.04,4,2025-04-01,Asbestos,[],grade,,All India,Amosite,bulk_mineral_or_source_grade,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3987.0,4459680.0,0.0,4463667.0,4463667.0,4463667.0,0,True,0.0,89.27334,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-04-grade-all-india-tremolite-01,official_nmi_resource_inventory,5.04,4,2025-04-01,Asbestos,[],grade,,All India,Tremolite,bulk_mineral_or_source_grade,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,0.0,94768.0,116516.0,0.0,2426700.0,1562125.0,0.0,4200109.0,4200109.0,4200109.0,0,True,0.0,84.00218000000001,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-04-grade-all-india-chrysotile-mixed-with-others-01,official_nmi_resource_inventory,5.04,4,2025-04-01,Asbestos,[],grade,,All India,Chrysotile Mixed with Others,bulk_mineral_or_source_grade,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,0.0,3871.0,18309.0,0.0,0.0,336.0,0.0,22516.0,22516.0,22516.0,0,True,0.0,2.0,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-04-grade-all-india-mixed-amphibole-01,official_nmi_resource_inventory,5.04,4,2025-04-01,Asbestos,[],grade,,All India,Mixed Amphibole,bulk_mineral_or_source_grade,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,1743560.0,2642595.0,3745856.0,87802.0,42101.0,4121718.0,0.0,12383632.0,12383632.0,12383632.0,0,True,0.0,247.67264000000003,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-04-grade-all-india-actinolite-01,official_nmi_resource_inventory,5.04,4,2025-04-01,Asbestos,[],grade,,All India,Actinolite,bulk_mineral_or_source_grade,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,34000.0,0.0,34311.0,34311.0,34311.0,0,True,0.0,2.0,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
IBM-NMI2025-5-04-grade-all-india-anthophyllite-01,official_nmi_resource_inventory,5.04,4,2025-04-01,Asbestos,[],grade,,All India,Anthophyllite,bulk_mineral_or_source_grade,Tonne,1.0,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,20000.0,20000.0,20000.0,0,True,0.0,2.0,True,,,False,inventory_context_only_not_used_as_point_or_grid_model_evidence,SRC_IBM_NMI_2025,https://ibm.gov.in/IBMPortal/pages/national-mineral-inventory-at-a-glance-2025,https://ibm.gov.in/writereaddata/files/17848872906a6337fae632bChapter__5_Mineral_wise.pdf,491b70eccee4f1a63f9ae0fe25b1c2d7c40e8b7c714abab7e12a10e594020d67,pdfplumber_position_aware_columns_with_unfc_subtotal_validation
