record_id,source_family,source_record_id,source_event_record_ids_json,source_event_count,block_name,block_name_aliases_json,state_or_ut,district,block_area_ha,exploration_level,latitude,longitude,h3_r6,h3_r3,target_material,target_chemical_names_json,target_symbols_or_formulae_json,source_label_type,geometry_quality_status,geometry_model_role,geometry_source_url,source_url,target_known_evidence_records,internal_spatial_cv_auc,internal_spatial_cv_recall_at_background_top5pct,nearest_known_target_evidence_km,outside_25km_known_evidence,within_250km_known_evidence,primary_transfer_cohort,candidate_distance_domain,target_prospectivity_score,target_national_percentile,target_score_rank_among_50,target_is_centroid_top1,target_in_centroid_top5,centroid_published_top_material,centroid_published_record_class,centroid_is_published_candidate,target_specific_priority_gate,source_label_limitations,data_quality_flags_json
OBT-f53b3bc597496fd5,central_critical_mineral_auction,iluppakudi,"[""CMB-EVENT-T1-O07""]",1,Iluppakudi Graphite Block,"[""Iluppakudi Graphite Block""]",Tamil Nadu,Sivaganga,633.36000000,,9.89995000,78.35970000,86603406fffffff,836034fffffffff,Graphite,"[""carbon""]","[""C""]",official_auction_or_exploration_target_not_confirmed_deposit,accepted,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=12699_MBS_Iluppakudi%20Graphite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=12721_Tranche-1-NIT%2020%20Blocks.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,15,0.87053333,0.53333333,14.97819710,False,True,False,False,0.50056142,0.96292204,1.00000000,True,True,Graphite,regional_background,False,False,"The source identifies an auction or exploration target, not a confirmed deposit, resource, reserve, discovery, grade continuity, economic viability, current grant, operating mine, or permission to enter land. Source-independent publication does not prove knowledge-independence from historical mineral evidence.","[""official_auction_or_exploration_target_not_confirmed_deposit"",""within_25km_of_training_evidence_excluded_from_primary_transfer_cohort"",""complete_historical_source_label_independence_not_established""]"
OBT-1f0821e2a6da2dc1,central_critical_mineral_auction,jhandawali-satipura,"[""CMB-EVENT-T4-O08"",""CMB-EVENT-T5-O13""]",2,Jhandawali - Satipura Amalgamated Potash and Halite Block,"[""Jhandawali - Satipura Amalgamated Potash and Halite Block""]",Rajasthan,Hanumangarh,1841.22000000,,29.64164692,74.21982237,86424aa0fffffff,83424afffffffff,Potash,"[""potassium chloride"",""potassium sulfate""]","[""KCl"",""K2SO4""]",official_auction_or_exploration_target_not_confirmed_deposit,accepted,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=18652_13.MBS_Jhandawali-Satipura_Amalgamated_Potash_and_Halite_Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=18641_GoI%20MoM%20-%20Tranche%20V%20-%20Notice%20Inviting%20Tender.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,0,,,,False,False,False,False,,,,False,False,Copper,regional_background,False,False,"The source identifies an auction or exploration target, not a confirmed deposit, resource, reserve, discovery, grade continuity, economic viability, current grant, operating mine, or permission to enter land. Source-independent publication does not prove knowledge-independence from historical mineral evidence.","[""official_auction_or_exploration_target_not_confirmed_deposit"",""within_25km_of_training_evidence_excluded_from_primary_transfer_cohort"",""target_model_below_published_minimum_support"",""target_model_does_not_pass_internal_minimum_holdout_auc"",""complete_historical_source_label_independence_not_established""]"
OBT-a52f156a773edeb7,central_critical_mineral_auction,jorkian-satipura-khunja,"[""CMB-EVENT-T4-O09"",""CMB-EVENT-T5-O14""]",2,Jorkian-Satipura-Khunja Amalgamated Potash and Halite Block,"[""Jorkian-Satipura-Khunja Amalgamated Potash and Halite Block""]",Rajasthan,Hanumangarh,1699.98000000,,29.63757023,74.26118546,86424aa57ffffff,83424afffffffff,Potash,"[""potassium chloride"",""potassium sulfate""]","[""KCl"",""K2SO4""]",official_auction_or_exploration_target_not_confirmed_deposit,accepted,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=18651_14.MBS_Jorkian-Satipura-Khunja_Amalgamated_Potash_and_Halite_Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=18641_GoI%20MoM%20-%20Tranche%20V%20-%20Notice%20Inviting%20Tender.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,0,,,,False,False,False,False,,,,False,False,Copper,regional_background,False,False,"The source identifies an auction or exploration target, not a confirmed deposit, resource, reserve, discovery, grade continuity, economic viability, current grant, operating mine, or permission to enter land. Source-independent publication does not prove knowledge-independence from historical mineral evidence.","[""official_auction_or_exploration_target_not_confirmed_deposit"",""within_25km_of_training_evidence_excluded_from_primary_transfer_cohort"",""target_model_below_published_minimum_support"",""target_model_does_not_pass_internal_minimum_holdout_auc"",""complete_historical_source_label_independence_not_established""]"
OBT-2aab53e4f4198154,central_critical_mineral_auction,kalapathar-raghudih,"[""CMB-EVENT-T6-O03""]",1,Kalapathar Raghudih Block,"[""Kalapathar Raghudih Block""]",West Bengal,Purulia,248.89000000,,23.43348803,86.46684639,863cab967ffffff,833cabfffffffff,Rare-earth elements,"[""scandium"",""yttrium"",""lanthanum"",""cerium"",""praseodymium"",""neodymium"",""promethium"",""samarium"",""europium"",""gadolinium"",""terbium"",""dysprosium"",""holmium"",""erbium"",""thulium"",""ytterbium"",""lutetium""]","[""Sc"",""Y"",""La"",""Ce"",""Pr"",""Nd"",""Pm"",""Sm"",""Eu"",""Gd"",""Tb"",""Dy"",""Ho"",""Er"",""Tm"",""Yb"",""Lu""]",official_auction_or_exploration_target_not_confirmed_deposit,accepted,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=22708_21.%20Kalapathar%20Raghudih%20Block%20Summary.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=22681_GoI%20MoM%20-%20Tranche%20VI%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,9,,,44.95128250,True,True,True,True,0.31869873,0.98442864,14.00000000,False,False,Silver,regional_background,False,False,"The source identifies an auction or exploration target, not a confirmed deposit, resource, reserve, discovery, grade continuity, economic viability, current grant, operating mine, or permission to enter land. Source-independent publication does not prove knowledge-independence from historical mineral evidence.","[""official_auction_or_exploration_target_not_confirmed_deposit"",""target_model_below_published_minimum_support"",""target_model_does_not_pass_internal_minimum_holdout_auc"",""complete_historical_source_label_independence_not_established""]"
OBT-c3466cbc4e79eb4a,central_critical_mineral_auction,kanaital,"[""CMB-EVENT-T6-O15""]",1,"Kanaital Graphite, Manganese and Associated Mineral Block","[""Kanaital Graphite, Manganese and Associated Mineral Block""]",Odisha,Balangir,425.87000000,,20.87172541,83.19302242,863c86a8fffffff,833c86fffffffff,Cobalt,"[""cobalt""]","[""Co""]",official_auction_or_exploration_target_not_confirmed_deposit,accepted,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=22696_9.%20Kanaital%20Block%20Summary.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=22681_GoI%20MoM%20-%20Tranche%20VI%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,4,,,176.28373718,True,True,True,True,0.09843008,,14.00000000,False,False,Manganese,regional_background,False,False,"The source identifies an auction or exploration target, not a confirmed deposit, resource, reserve, discovery, grade continuity, economic viability, current grant, operating mine, or permission to enter land. Source-independent publication does not prove knowledge-independence from historical mineral evidence.","[""official_auction_or_exploration_target_not_confirmed_deposit"",""target_model_below_published_minimum_support"",""target_model_does_not_pass_internal_minimum_holdout_auc"",""complete_historical_source_label_independence_not_established""]"
OBT-8172f2b433aca553,central_critical_mineral_auction,kanaital,"[""CMB-EVENT-T6-O15""]",1,"Kanaital Graphite, Manganese and Associated Mineral Block","[""Kanaital Graphite, Manganese and Associated Mineral Block""]",Odisha,Balangir,425.87000000,,20.87172541,83.19302242,863c86a8fffffff,833c86fffffffff,Graphite,"[""carbon""]","[""C""]",official_auction_or_exploration_target_not_confirmed_deposit,accepted,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=22696_9.%20Kanaital%20Block%20Summary.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=22681_GoI%20MoM%20-%20Tranche%20VI%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,15,0.87053333,0.53333333,11.10131645,False,True,False,False,0.50618523,0.96326017,2.00000000,False,True,Manganese,regional_background,False,False,"The source identifies an auction or exploration target, not a confirmed deposit, resource, reserve, discovery, grade continuity, economic viability, current grant, operating mine, or permission to enter land. Source-independent publication does not prove knowledge-independence from historical mineral evidence.","[""official_auction_or_exploration_target_not_confirmed_deposit"",""within_25km_of_training_evidence_excluded_from_primary_transfer_cohort"",""complete_historical_source_label_independence_not_established""]"
OBT-d5dbb36565ab251c,central_critical_mineral_auction,kanaital,"[""CMB-EVENT-T6-O15""]",1,"Kanaital Graphite, Manganese and Associated Mineral Block","[""Kanaital Graphite, Manganese and Associated Mineral Block""]",Odisha,Balangir,425.87000000,,20.87172541,83.19302242,863c86a8fffffff,833c86fffffffff,Manganese,"[""manganese""]","[""Mn""]",official_auction_or_exploration_target_not_confirmed_deposit,accepted,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=22696_9.%20Kanaital%20Block%20Summary.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=22681_GoI%20MoM%20-%20Tranche%20VI%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,130,0.85341124,0.20769231,141.28636169,True,True,True,True,0.58520579,0.96019411,1.00000000,True,True,Manganese,regional_background,False,False,"The source identifies an auction or exploration target, not a confirmed deposit, resource, reserve, discovery, grade continuity, economic viability, current grant, operating mine, or permission to enter land. Source-independent publication does not prove knowledge-independence from historical mineral evidence.","[""official_auction_or_exploration_target_not_confirmed_deposit"",""complete_historical_source_label_independence_not_established""]"
OBT-e791d635de9b2219,central_critical_mineral_auction,kanaital,"[""CMB-EVENT-T6-O15""]",1,"Kanaital Graphite, Manganese and Associated Mineral Block","[""Kanaital Graphite, Manganese and Associated Mineral Block""]",Odisha,Balangir,425.87000000,,20.87172541,83.19302242,863c86a8fffffff,833c86fffffffff,Vanadium,"[""vanadium""]","[""V""]",official_auction_or_exploration_target_not_confirmed_deposit,accepted,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=22696_9.%20Kanaital%20Block%20Summary.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=22681_GoI%20MoM%20-%20Tranche%20VI%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,10,0.37920000,0.00000000,316.59201050,True,False,True,False,0.10171614,0.49556217,13.00000000,False,False,Manganese,regional_background,False,False,"The source identifies an auction or exploration target, not a confirmed deposit, resource, reserve, discovery, grade continuity, economic viability, current grant, operating mine, or permission to enter land. Source-independent publication does not prove knowledge-independence from historical mineral evidence.","[""official_auction_or_exploration_target_not_confirmed_deposit"",""target_model_does_not_pass_internal_minimum_holdout_auc"",""complete_historical_source_label_independence_not_established""]"
OBT-dc1795b9b64fc2c4,central_critical_mineral_auction,kankauli,"[""CMB-EVENT-T2-O04""]",1,"Kankauli PGE, Nickel, Chromium and Associated Mineral Block","[""Kankauli PGE, Nickel, Chromium and Associated Mineral Block""]",Maharashtra,Sindhudurg,821.48200000,,16.27082156,73.69234799,8660ab36fffffff,8360abfffffffff,Chromium,"[""chromium""]","[""Cr""]",official_auction_or_exploration_target_not_confirmed_deposit,accepted,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring,"https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14100_MBS%20Kankauli%20PGE,%20Nickel,%20Chromium%20and%20Associated%20Mineral%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-",https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14475_GoI-MoM%20Tranche%20II-NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,72,0.96467978,0.95833333,8.49001503,False,True,False,False,0.49446154,,5.00000000,False,True,Titanium,priority_candidate,True,False,"The source identifies an auction or exploration target, not a confirmed deposit, resource, reserve, discovery, grade continuity, economic viability, current grant, operating mine, or permission to enter land. Source-independent publication does not prove knowledge-independence from historical mineral evidence.","[""official_auction_or_exploration_target_not_confirmed_deposit"",""within_25km_of_training_evidence_excluded_from_primary_transfer_cohort"",""complete_historical_source_label_independence_not_established""]"
OBT-eae8e57b94d782c1,central_critical_mineral_auction,kankauli,"[""CMB-EVENT-T2-O04""]",1,"Kankauli PGE, Nickel, Chromium and Associated Mineral Block","[""Kankauli PGE, Nickel, Chromium and Associated Mineral Block""]",Maharashtra,Sindhudurg,821.48200000,,16.27082156,73.69234799,8660ab36fffffff,8360abfffffffff,Nickel,"[""nickel""]","[""Ni""]",official_auction_or_exploration_target_not_confirmed_deposit,accepted,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring,"https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14100_MBS%20Kankauli%20PGE,%20Nickel,%20Chromium%20and%20Associated%20Mineral%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-",https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14475_GoI-MoM%20Tranche%20II-NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,7,,,637.09039307,True,False,True,False,0.00048484,0.13614252,21.00000000,False,False,Titanium,priority_candidate,True,False,"The source identifies an auction or exploration target, not a confirmed deposit, resource, reserve, discovery, grade continuity, economic viability, current grant, operating mine, or permission to enter land. Source-independent publication does not prove knowledge-independence from historical mineral evidence.","[""official_auction_or_exploration_target_not_confirmed_deposit"",""target_model_below_published_minimum_support"",""target_model_does_not_pass_internal_minimum_holdout_auc"",""complete_historical_source_label_independence_not_established""]"
OBT-3482a5f2415fcdf8,central_critical_mineral_auction,kankauli,"[""CMB-EVENT-T2-O04""]",1,"Kankauli PGE, Nickel, Chromium and Associated Mineral Block","[""Kankauli PGE, Nickel, Chromium and Associated Mineral Block""]",Maharashtra,Sindhudurg,821.48200000,,16.27082156,73.69234799,8660ab36fffffff,8360abfffffffff,Platinum-group elements,"[""platinum"",""palladium"",""rhodium"",""ruthenium"",""iridium"",""osmium""]","[""Pt"",""Pd"",""Rh"",""Ru"",""Ir"",""Os""]",official_auction_or_exploration_target_not_confirmed_deposit,accepted,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring,"https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14100_MBS%20Kankauli%20PGE,%20Nickel,%20Chromium%20and%20Associated%20Mineral%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-",https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14475_GoI-MoM%20Tranche%20II-NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,8,,,167.07838440,True,True,True,True,0.05484165,0.52555943,12.00000000,False,False,Titanium,priority_candidate,True,False,"The source identifies an auction or exploration target, not a confirmed deposit, resource, reserve, discovery, grade continuity, economic viability, current grant, operating mine, or permission to enter land. Source-independent publication does not prove knowledge-independence from historical mineral evidence.","[""official_auction_or_exploration_target_not_confirmed_deposit"",""target_model_below_published_minimum_support"",""target_model_does_not_pass_internal_minimum_holdout_auc"",""complete_historical_source_label_independence_not_established""]"
OBT-78485338650a192e,central_critical_mineral_auction,karna,"[""CMB-EVENT-T7-O09""]",1,Karna REE Block,"[""Karna REE Block""]",Rajasthan,Balotra,207.40000000,,25.73697639,71.98944722,8642ed6dfffffff,8342e9fffffffff,Rare-earth elements,"[""scandium"",""yttrium"",""lanthanum"",""cerium"",""praseodymium"",""neodymium"",""promethium"",""samarium"",""europium"",""gadolinium"",""terbium"",""dysprosium"",""holmium"",""erbium"",""thulium"",""ytterbium"",""lutetium""]","[""Sc"",""Y"",""La"",""Ce"",""Pr"",""Nd"",""Pm"",""Sm"",""Eu"",""Gd"",""Tb"",""Dy"",""Ho"",""Er"",""Tm"",""Yb"",""Lu""]",official_auction_or_exploration_target_not_confirmed_deposit,accepted,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=25661_12%20Karna%20REE%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=25649_GoI%20MoM%20-%20Tranche%20VII%20-%20NIT_N.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,9,,,1440.28662109,True,False,True,False,0.08419962,0.66886967,17.00000000,False,False,Copper,regional_background,False,False,"The source identifies an auction or exploration target, not a confirmed deposit, resource, reserve, discovery, grade continuity, economic viability, current grant, operating mine, or permission to enter land. Source-independent publication does not prove knowledge-independence from historical mineral evidence.","[""official_auction_or_exploration_target_not_confirmed_deposit"",""target_model_below_published_minimum_support"",""target_model_does_not_pass_internal_minimum_holdout_auc"",""complete_historical_source_label_independence_not_established""]"
OBT-e30c689de53c5bc9,central_critical_mineral_auction,katghora,"[""CMB-EVENT-T1-O08""]",1,Katghora Lithium and REE Block,"[""Katghora Lithium and REE Block""]",Chhattisgarh,Korba,256.12000000,,22.51916667,82.57763889,863ca204fffffff,833ca2fffffffff,Lithium,"[""lithium""]","[""Li""]",official_auction_or_exploration_target_not_confirmed_deposit,accepted,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=12688_MBS_Katghora%20Lithium%20and%20REE%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=12721_Tranche-1-NIT%2020%20Blocks.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,1,,,430.75448608,True,False,True,False,0.00578095,,26.00000000,False,False,Silver,regional_background,False,False,"The source identifies an auction or exploration target, not a confirmed deposit, resource, reserve, discovery, grade continuity, economic viability, current grant, operating mine, or permission to enter land. Source-independent publication does not prove knowledge-independence from historical mineral evidence.","[""official_auction_or_exploration_target_not_confirmed_deposit"",""target_model_below_published_minimum_support"",""target_model_does_not_pass_internal_minimum_holdout_auc"",""complete_historical_source_label_independence_not_established""]"
OBT-b9268e9aea41e4e9,central_critical_mineral_auction,katghora,"[""CMB-EVENT-T1-O08""]",1,Katghora Lithium and REE Block,"[""Katghora Lithium and REE Block""]",Chhattisgarh,Korba,256.12000000,,22.51916667,82.57763889,863ca204fffffff,833ca2fffffffff,Rare-earth elements,"[""scandium"",""yttrium"",""lanthanum"",""cerium"",""praseodymium"",""neodymium"",""promethium"",""samarium"",""europium"",""gadolinium"",""terbium"",""dysprosium"",""holmium"",""erbium"",""thulium"",""ytterbium"",""lutetium""]","[""Sc"",""Y"",""La"",""Ce"",""Pr"",""Nd"",""Pm"",""Sm"",""Eu"",""Gd"",""Tb"",""Dy"",""Ho"",""Er"",""Tm"",""Yb"",""Lu""]",official_auction_or_exploration_target_not_confirmed_deposit,accepted,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=12688_MBS_Katghora%20Lithium%20and%20REE%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=12721_Tranche-1-NIT%2020%20Blocks.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,9,,,367.10342407,True,False,True,False,0.00760511,0.53680038,25.00000000,False,False,Silver,regional_background,False,False,"The source identifies an auction or exploration target, not a confirmed deposit, resource, reserve, discovery, grade continuity, economic viability, current grant, operating mine, or permission to enter land. Source-independent publication does not prove knowledge-independence from historical mineral evidence.","[""official_auction_or_exploration_target_not_confirmed_deposit"",""target_model_below_published_minimum_support"",""target_model_does_not_pass_internal_minimum_holdout_auc"",""complete_historical_source_label_independence_not_established""]"
OBT-181cdf60167c3439,central_critical_mineral_auction,kathyur,"[""CMB-EVENT-T6-O06"",""CMB-EVENT-T7-O02""]",2,Kathyur Phosphate Block,"[""Kathyur Phosphate Block""]",Uttarakhand,Dehradun,881.28000000,,30.39591352,78.14631346,863d13907ffffff,833d13fffffffff,Phosphorus,"[""phosphorus""]","[""P""]",official_auction_or_exploration_target_not_confirmed_deposit,accepted,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=25668_19%20Kathyur%20Phosphate%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=25649_GoI%20MoM%20-%20Tranche%20VII%20-%20NIT_N.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,85,0.70646367,0.08235294,4.22724342,False,True,False,False,0.72834295,,1.00000000,True,True,Phosphorus,known_evidence_area,False,False,"The source identifies an auction or exploration target, not a confirmed deposit, resource, reserve, discovery, grade continuity, economic viability, current grant, operating mine, or permission to enter land. Source-independent publication does not prove knowledge-independence from historical mineral evidence.","[""official_auction_or_exploration_target_not_confirmed_deposit"",""within_25km_of_training_evidence_excluded_from_primary_transfer_cohort"",""complete_historical_source_label_independence_not_established""]"
OBT-94e18b8947eda2ef,central_critical_mineral_auction,kavtalwadi,"[""CMB-EVENT-T8-O15""]",1,"Kavtalwadi Vanadium, Gallium, Titanium, Bauxite and Aluminous Laterite Block","[""Kavtalwadi Vanadium, Gallium, Titanium, Bauxite and Aluminous Laterite Block""]",Maharashtra,Sindhudurg,638.98000000,,16.47402778,73.48666667,8660f65afffffff,8360f6fffffffff,Aluminium,"[""aluminium""]","[""Al""]",official_auction_or_exploration_target_not_confirmed_deposit,accepted,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring,"https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=27329_Kavtalwadi%20Vanadium,%20Gallium,%20Titanium,%20Bauxite%20and%20Aluminous%20Laterite%20Block_MBS.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-",https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=27316_GoI%20MoM%20-%20Tranche%20VIII%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,110,0.69101240,0.07272727,62.26578140,True,True,True,True,0.46601108,0.76763284,2.00000000,False,True,Chromium,high_priority_candidate,True,False,"The source identifies an auction or exploration target, not a confirmed deposit, resource, reserve, discovery, grade continuity, economic viability, current grant, operating mine, or permission to enter land. Source-independent publication does not prove knowledge-independence from historical mineral evidence.","[""official_auction_or_exploration_target_not_confirmed_deposit"",""complete_historical_source_label_independence_not_established""]"
OBT-7abc1530f0e0b02e,central_critical_mineral_auction,kavtalwadi,"[""CMB-EVENT-T8-O15""]",1,"Kavtalwadi Vanadium, Gallium, Titanium, Bauxite and Aluminous Laterite Block","[""Kavtalwadi Vanadium, Gallium, Titanium, Bauxite and Aluminous Laterite Block""]",Maharashtra,Sindhudurg,638.98000000,,16.47402778,73.48666667,8660f65afffffff,8360f6fffffffff,Gallium,"[""gallium""]","[""Ga""]",official_auction_or_exploration_target_not_confirmed_deposit,accepted,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring,"https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=27329_Kavtalwadi%20Vanadium,%20Gallium,%20Titanium,%20Bauxite%20and%20Aluminous%20Laterite%20Block_MBS.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-",https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=27316_GoI%20MoM%20-%20Tranche%20VIII%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,1,,,922.11944580,True,False,True,False,0.00004246,,29.00000000,False,False,Chromium,high_priority_candidate,True,False,"The source identifies an auction or exploration target, not a confirmed deposit, resource, reserve, discovery, grade continuity, economic viability, current grant, operating mine, or permission to enter land. Source-independent publication does not prove knowledge-independence from historical mineral evidence.","[""official_auction_or_exploration_target_not_confirmed_deposit"",""target_model_below_published_minimum_support"",""target_model_does_not_pass_internal_minimum_holdout_auc"",""complete_historical_source_label_independence_not_established""]"
OBT-6b663e131223974c,central_critical_mineral_auction,kavtalwadi,"[""CMB-EVENT-T8-O15""]",1,"Kavtalwadi Vanadium, Gallium, Titanium, Bauxite and Aluminous Laterite Block","[""Kavtalwadi Vanadium, Gallium, Titanium, Bauxite and Aluminous Laterite Block""]",Maharashtra,Sindhudurg,638.98000000,,16.47402778,73.48666667,8660f65afffffff,8360f6fffffffff,Titanium,"[""titanium"",""titanium dioxide""]","[""Ti"",""TiO2""]",official_auction_or_exploration_target_not_confirmed_deposit,accepted,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring,"https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=27329_Kavtalwadi%20Vanadium,%20Gallium,%20Titanium,%20Bauxite%20and%20Aluminous%20Laterite%20Block_MBS.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-",https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=27316_GoI%20MoM%20-%20Tranche%20VIII%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,39,0.66236029,0.25641026,62.26578140,True,True,True,True,0.33778080,0.69838119,4.00000000,False,True,Chromium,high_priority_candidate,True,False,"The source identifies an auction or exploration target, not a confirmed deposit, resource, reserve, discovery, grade continuity, economic viability, current grant, operating mine, or permission to enter land. Source-independent publication does not prove knowledge-independence from historical mineral evidence.","[""official_auction_or_exploration_target_not_confirmed_deposit"",""complete_historical_source_label_independence_not_established""]"
