record_id,state_or_ut,block_name,mineral_source,normalized_material_ids_json,auction_date,concession_type_code,ibm_area_ha,review_scope,curated_candidate_count,document_selection_rule,document_match_status,selected_mbs_file_id,selected_mbs_title,selected_mbs_url,selected_mbs_pdf_sha256,selected_mbs_pdf_bytes,selected_mbs_pdf_page_count,mbs_area_ha,ibm_to_mbs_area_difference_pct,geometry_admission_status,geometry_admission_reason,source_portal_url,source_access_date,model_evidence_role,model_exclusion_reason
IBM-IMYB2024-AUCTION-053,Maharashtra,Surjagad – 4 Iron Ore Block,Iron Ore,"[""element:iron"",""ore:iron-ore""]",2023-05-12,CL,397.0,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-054,Maharashtra,South Padve,Bauxite,"[""element:aluminium"",""ore:bauxite""]",2023-05-09,CL,500.0,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-055,Maharashtra,Surjagad – 6 Iron Ore Block,Iron Ore,"[""element:iron"",""ore:iron-ore""]",2023-05-17,CL,658.0,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-056,Maharashtra,Kondhala,Limestone,"[""group:calcium-and-limestone"",""rock:limestone""]",2023-05-19,ML,105.0,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-057,Maharashtra,Minzhari Copper Block,Copper,"[""element:copper""]",2023-11-21,CL,1743.0,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-058,Maharashtra,Savali Manganese Block,Manganese,"[""element:manganese""]",2023-11-22,CL,1200.0,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-059,Rajasthan,Nayorana-Dandela,Iron Ore,"[""element:iron"",""ore:iron-ore""]",2023-07-11,CL,16.78,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-060,Rajasthan,Hariyav Jashpura,Limestone,"[""group:calcium-and-limestone"",""rock:limestone""]",2023-07-10,ML,94.62,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-061,Rajasthan,"Khakhiliya Khera Block Rajasmand, CL",Basemetal& Associated Minerals,[],2023-08-24,CL,642.45,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-062,Rajasthan,"Pipliyan Block, Udaipur, CL",Basemetal,[],2023-08-25,CL,518.65,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-063,Rajasthan,"Manpura Block, Banera, CL",Basemetal& Associated Minerals,[],2023-08-28,CL,1150.0,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-064,Rajasthan,Ladi Ka Bas Block Tehsil Neem ka Thana & District Sikar,Iron Ore,"[""element:iron"",""ore:iron-ore""]",2023-08-28,CL,38.75,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-065,Rajasthan,Kalakota Block Tehsil Neem ka Thana & District Sikar,Iron Ore,"[""element:iron"",""ore:iron-ore""]",2023-08-29,CL,34.44,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-066,Rajasthan,"Ladanan/v Ladana-Ladani, Tehsil Mavli, District - Udaipur(Raj)",Basemetal,[],2023-08-31,CL,300.0,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-067,Rajasthan,Bhabhriya ka Kheda Block n/v Lakha Ka Khera District Chittaurgarh,Basemetal,[],2023-09-04,CL,970.0,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-068,Rajasthan,"Toda Block n/v Toda, Tehsil Neem ka Thana, District Sikar",Iron Ore,"[""element:iron"",""ore:iron-ore""]",2023-09-12,CL,18.43,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-069,Rajasthan,"PSB02 n/V Harima Tehsil, District Nagaur",Limestone,"[""group:calcium-and-limestone"",""rock:limestone""]",2023-09-12,ML,4.9,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-070,Rajasthan,PSB01 n/V Tehsil & District Nagaur,Limestone,"[""group:calcium-and-limestone"",""rock:limestone""]",2023-09-11,ML,4.9,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-071,Rajasthan,PSB06 n/V Tehsil & District Nagaur,Limestone,"[""group:calcium-and-limestone"",""rock:limestone""]",2023-09-18,ML,4.8,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-072,Rajasthan,PSB07 n/V Tehsil & District Nagaur,Limestone,"[""group:calcium-and-limestone"",""rock:limestone""]",2023-09-19,ML,4.8,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-073,Rajasthan,"HPB 19 n/V Harima Khetolaw, Pithasia, Sarasani",Limestone,"[""group:calcium-and-limestone"",""rock:limestone""]",2023-10-03,ML,476.8,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-074,Rajasthan,"HPB 20 n/V Harima Khetolaw, Pithasia, Sarasani",Limestone,"[""group:calcium-and-limestone"",""rock:limestone""]",2023-10-04,ML,547.55,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-075,Rajasthan,PSB03 n/v Harima Tehsil & District Nagpur,Limestone,"[""group:calcium-and-limestone"",""rock:limestone""]",2024-02-21,ML,4.8,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-076,Rajasthan,PSB04 n/v Harima Tehsil & District Nagpur,Limestone,"[""group:calcium-and-limestone"",""rock:limestone""]",2024-02-22,ML,4.8,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-077,Rajasthan,PSB05 n/v Harima Tehsil & District Nagpur,Limestone,"[""group:calcium-and-limestone"",""rock:limestone""]",2024-02-23,ML,4.8,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-078,Rajasthan,PSB08 n/v Harima Tehsil & District Nagpur,Limestone,"[""group:calcium-and-limestone"",""rock:limestone""]",2024-02-26,ML,4.8,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-079,Rajasthan,PSB09 n/v Harima Tehsil & District Nagpur,Limestone,"[""group:calcium-and-limestone"",""rock:limestone""]",2024-02-27,ML,4.8,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-080,Rajasthan,PSB010 n/v Harima Tehsil & District Nagpur,Limestone,"[""group:calcium-and-limestone"",""rock:limestone""]",2024-02-28,ML,4.8,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-081,Rajasthan,PSB011 n/v Harima Tehsil & District Nagpur,Limestone,"[""group:calcium-and-limestone"",""rock:limestone""]",2024-02-29,ML,4.8,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-082,Rajasthan,PSB012 n/v Harima Tehsil & District Nagpur,Limestone,"[""group:calcium-and-limestone"",""rock:limestone""]",2024-03-01,ML,4.8,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-083,Rajasthan,PSB013 n/v Harima Tehsil & District Nagpur,Limestone,"[""group:calcium-and-limestone"",""rock:limestone""]",2024-03-04,ML,4.8,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-084,Rajasthan,PSB 014 n/v Sarsani tehsil & district Nagaur,Limestone,"[""group:calcium-and-limestone"",""rock:limestone""]",2024-03-05,ML,4.8,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-085,Rajasthan,PSB 015 n/v Sarsani tehsil & district Nagaur,Limestone,"[""group:calcium-and-limestone"",""rock:limestone""]",2024-03-06,ML,4.8,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-086,Rajasthan,PSB016 n/v Harima Tehsil & District Nagaur,Limestone,"[""group:calcium-and-limestone"",""rock:limestone""]",2024-03-07,ML,4.8,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-087,Rajasthan,PSB017 n/v Harima Tehsil & District Nagaur,Limestone,"[""group:calcium-and-limestone"",""rock:limestone""]",2024-03-11,ML,4.8,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-088,Rajasthan,PSB 018 n/v Khetolow Tehsil & District Nagaur,Limestone,"[""group:calcium-and-limestone"",""rock:limestone""]",2024-03-12,ML,4.8,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-089,Rajasthan,HPB21 n/v Khetolow Tehsil & District Nagaur,Limestone,"[""group:calcium-and-limestone"",""rock:limestone""]",2024-03-13,ML,307.0,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-090,Uttar Pradesh,Girar,Iron Ore & Gold,"[""element:iron"",""ore:iron-ore"",""element:gold""]",2023-11-23,CL,271.18,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-091,Uttar Pradesh,Bharhari,Iron Ore,"[""element:iron"",""ore:iron-ore""]",2023-11-24,CL,134.77,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-092,Uttar Pradesh,Sona Pahari,Gold,"[""element:gold""]",2023-11-23,CL,79.0,not_reviewed_alpha_9,0,,not_reviewed_in_this_release,,,,,,,,,withheld_not_reviewed,No curated document match was reviewed in this release.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-093,Goa,Block V- Advalpale-Thivim Mineral Block,Iron Ore,"[""element:iron"",""ore:iron-ore""]",2023-04-21,ML,36.22,curated_alpha_9,1,unique_curated_name_match,selected_curated_name_match,8366,Block V- Advalpale-Thivim Mineral Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=8366_Block_V_Advalpale_Thivim_Mineral_Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,49f4d609e6a458c305f1afdf03a31a2d935f6a02ec4b68dda166dba93bc2e301,538380,4,36.2202,0.000552,admitted_authoritative_source_footprint,"Source-labelled boundary table passed polygon validity, state-centroid and 5% area reconciliation checks.",https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-094,Goa,Block VI- Cudnem-Cormolem Mineral Block,Iron Ore,"[""element:iron"",""ore:iron-ore""]",2023-04-25,ML,38.51,curated_alpha_9,1,unique_curated_name_match,selected_curated_name_match,8367,Block VI- Cudnem-Cormolem Mineral Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=8367_Block_VI_Cudnem_Cormolem_Mineral_Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,4b371ce11abbb88a9d03815de4a8332e29148d637dc27399450a0f144fe51ed5,418241,4,38.5143,0.011165,withheld_validation_failure,Computed geodesic area differs from the MBS area by 25.31%; geometry withheld.,https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-095,Goa,Block VII-Cudnem Mineral Block,Iron Ore,"[""element:iron"",""ore:iron-ore""]",2023-04-26,ML,75.3,curated_alpha_9,1,unique_curated_name_match,selected_curated_name_match,8368,Block VII-Cudnem Mineral Block Final,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=8368_Block_VII_Cudnem_Mineral_Block_Final.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,41ba1f7862a90e5ba7ba230e0a6cdb8cfc6e0b3698fe5104e0386f24a8830144,540375,5,75.3004,0.000531,admitted_authoritative_source_footprint,"Source-labelled boundary table passed polygon validity, state-centroid and 5% area reconciliation checks.",https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-096,Goa,Block VIII-Thivim-Pirna Mineral Block,Iron Ore,"[""element:iron"",""ore:iron-ore""]",2023-04-27,ML,72.05,curated_alpha_9,1,unique_curated_name_match,selected_curated_name_match,8369,Block VIII-Thivim-Pirna Mineral Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=8369_Block_VIII_Thivim_Pirna_Mineral_Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,c2b450d8c0215c3a3b3c8fc46a4b8263677c870b050be36d26f749c2c540b28f,542909,5,72.0544,0.006106,admitted_authoritative_source_footprint,"Source-labelled boundary table passed polygon validity, state-centroid and 5% area reconciliation checks.",https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
IBM-IMYB2024-AUCTION-097,Goa,Block IX-Surla-Sonshi Mineral Block,Iron Ore,"[""element:iron"",""ore:iron-ore""]",2023-04-28,ML,254.51,curated_alpha_9,1,unique_curated_name_match,selected_curated_name_match,8370,Block IX-Surla-Sonshi Mineral Block Final,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=8370_Block_IX_Surla_Sonshi_Mineral_Block_Final.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,c9502ea0af3a12650a4fef1ec933acd6fcf92cc199697a34b089dff53eaa7e6c,592050,7,254.51,0.0,admitted_authoritative_source_footprint,"Source-labelled boundary table passed polygon validity, state-centroid and 5% area reconciliation checks.",https://www.mstcecommerce.com/auctionhome/mlcl/index.jsp,2026-09-10,context_only,State MBS and IBM auction context do not independently verify current operation or present legal status.
