record_id,record_class,fiscal_year,ibm_regional_office,source_page_number,source_table_index,source_table_row_number,source_serial_number,mine_name,mine_code,mine_code_basis,state_or_ut_source,state_or_ut,district_source,district,mineral_source,material_mapping_basis,normalized_top50_materials_json,chemical_names_json,symbols_or_formulae_json,owner_or_lessee,lease_area_ha,lease_area_source,lease_area_basis,inspection_type,inspecting_officer,inspection_date_source,inspection_date,violation_date_source,violation_date,show_cause_date_source,show_cause_date,violation_or_show_cause_source,remarks_source,inspection_report_urls_json,violation_notice_urls_json,show_cause_notice_urls_json,all_linked_document_urls_json,latitude,longitude,coordinates_available_in_summary_source,spatial_model_integration_status,source_id,source_url,source_page_title,source_page_title_fiscal_year_typo,source_html_file,source_html_sha256,source_accessed_date,inspection_date_within_fiscal_year
IBM-MCDR-EVT-AD8B3A5814FDC9D5,official_mcdr_inspection_table_event,2025-26,Hyderabad,2,1,50,87,Pampari Rajeshwari Quartz and Feldspar,,,TELANGANA,Telangana,MEDAK,Medak,QUARTZ & FELSPAR,explicit_mineral_column,"[""Silicon""]","[""silicon"",""silicon dioxide""]","[""Si"",""SiO2""]",Pampari Rajeshwari,,,,,"Sri VaraPrasada Rao Laveti, JMG",23-03-26,2026-03-23,26-03-26,2026-03-26,,,,,[],[],[],"[""https://ibm.gov.in/writereaddata/files/177694699969ea0f3782b15PAMPARI.pdf""]",,,False,inventory_only_not_used_as_spatial_evidence_without_exact_public_coordinates_or_polygon,SRC_IBM_MCDR_INSPECTIONS_2023_2026,https://ibm.gov.in/IBMPortal/pages/mcdr-inspection-reports-and-violation-letters---2025-26----hyderabad-region---page-2-,MCDR निरीक्षण रिपोर्ट और उल्लंघन पत्र: 2025-26: (हैदराबाद क्षेत्र: पेज 2),False,sources/raw/ibm_mcdr_inspection_pages/2025_26_hyderabad_p2.html,ba2236a7b96a51216da31b9ed9557aee95e69c00b359c8f3dc5e394a600d0862,2026-09-09,True
IBM-MCDR-EVT-905B05BE2FB10F0E,official_mcdr_inspection_table_event,2025-26,Bhubaneswar,2,1,19,68,BOLANI MANGANESE & IRON ORE MINE,,,Odisha,Odisha,Kendujhar,Kendujhar,MANGANESE & IRON ORE,explicit_mineral_column,"[""Iron"",""Manganese""]","[""iron"",""manganese""]","[""Fe"",""Mn""]",STEEL AUTHORITY OF INDIA LIMITED (SAIL),,,,,"SHRINIVAS BUDIME, ACOM",21/03/2026,2026-03-21,,,,,,,[],[],[],"[""https://ibm.gov.in/writereaddata/files/177476180569c8b74d31e57My_MCDR_Report1.pdf""]",,,False,inventory_only_not_used_as_spatial_evidence_without_exact_public_coordinates_or_polygon,SRC_IBM_MCDR_INSPECTIONS_2023_2026,https://ibm.gov.in/IBMPortal/pages/mcdr-inspection-reports-and-violation-letters---2025-26--page-2--bhubaneswar-region-,ख. सं. एवं वि. नियमावली निरीक्षण रिपोर्ट और उल्लंघन पत्र - 2025-26 : पृष्ठ -2 भुवनेश्वर क्षेत्र,False,sources/raw/ibm_mcdr_inspection_pages/2025_26_bhubaneswar_p2.html,a85b1fc20a6ea0113e45c5460b1193a2efcd5b89e9dd5657f3f52a6017207f4a,2026-09-09,True
IBM-MCDR-EVT-557A91D66EBC363D,official_mcdr_inspection_table_event,2025-26,Bhubaneswar,2,1,18,67,MAHAPARBHAT,,,Odisha,Odisha,Kendujhar,Kendujhar,Iron Ore,explicit_mineral_column,"[""Iron""]","[""iron""]","[""Fe""]",THE ORISSA MINING CORPORATION LIMITED,,,,,"SHRINIVAS BUDIME, ACOM",20/03/2026,2026-03-20,,,,,,,[],[],[],"[""https://ibm.gov.in/writereaddata/files/177476168569c8b6d552afeMy_MCDR_Report.pdf""]",,,False,inventory_only_not_used_as_spatial_evidence_without_exact_public_coordinates_or_polygon,SRC_IBM_MCDR_INSPECTIONS_2023_2026,https://ibm.gov.in/IBMPortal/pages/mcdr-inspection-reports-and-violation-letters---2025-26--page-2--bhubaneswar-region-,ख. सं. एवं वि. नियमावली निरीक्षण रिपोर्ट और उल्लंघन पत्र - 2025-26 : पृष्ठ -2 भुवनेश्वर क्षेत्र,False,sources/raw/ibm_mcdr_inspection_pages/2025_26_bhubaneswar_p2.html,a85b1fc20a6ea0113e45c5460b1193a2efcd5b89e9dd5657f3f52a6017207f4a,2026-09-09,True
IBM-MCDR-EVT-599F6E33263A2E54,official_mcdr_inspection_table_event,2025-26,Goa,1,1,34,33,Naganapur Limestone & Dolomite Mine (ML 2665),,,,,,,Limestone & Dolomite,explicit_mineral_column,"[""Magnesium"",""Calcium and limestone""]","[""calcium"",""calcium carbonate"",""magnesium"",""magnesium carbonate""]","[""Ca"",""CaCO3"",""Mg"",""MgCO3""]",Shri. C.M.Desai,,,,,"Shri Kanhaia Kumar, ACOM",20.03.2026,2026-03-20,,,,,,,[],[],[],"[""https://ibm.gov.in/writereaddata/files/177632601769e0958170932MCDR_Naganapur_Limestone__Dolomite_Mine_ML_2665_38KAR26086.pdf""]",,,False,inventory_only_not_used_as_spatial_evidence_without_exact_public_coordinates_or_polygon,SRC_IBM_MCDR_INSPECTIONS_2023_2026,https://ibm.gov.in/IBMPortal/pages/mcdr-inspection-reports--violation-letters-etc--2025-26---goa-region,"एमसीडीआर निरीक्षण रिपोर्ट, उल्लंघन पत्र आदि 2025-26 : गोवा क्षेत्र",False,sources/raw/ibm_mcdr_inspection_pages/2025_26_goa_p1.html,a20d82fb0be0e73c7671dbcad3d253a392fd9e702e5b86b67f821031a8bb1d6f,2026-09-09,True
IBM-MCDR-EVT-A7F0104A8F5FF581,official_mcdr_inspection_table_event,2025-26,Dehradun,1,1,50,49,Kashlog Limestone Mine,38HPR11002,explicit_source_column,HP,Himachal Pradesh,Solan,Solan,Limestone,explicit_mineral_column,"[""Calcium and limestone""]","[""calcium"",""calcium carbonate""]","[""Ca"",""CaCO3""]",M/s Ambuja Cements Ltd,,,,Check Inspection,Dr. Rajesh Kumar Das,19-03-2026,2026-03-19,,,,,,,[],[],[],"[""https://ibm.gov.in/writereaddata/files/17803912386a1e9d46269c1Kashlog_2026.pdf""]",,,False,inventory_only_not_used_as_spatial_evidence_without_exact_public_coordinates_or_polygon,SRC_IBM_MCDR_INSPECTIONS_2023_2026,https://ibm.gov.in/IBMPortal/pages/mcdr-report-violation-letter-for-the-year-2025-26--dehradun-region-,"वर्ष 2025-26 के लिए एमसीडीआर रिपोर्ट, उल्लंघन पत्र (देहरादून क्षेत्र)",False,sources/raw/ibm_mcdr_inspection_pages/2025_26_dehradun_p1.html,a24e4eaa60228a33effbb4fd84afb21ff7b60e13d884f214940c0e74e1848b78,2026-09-09,True
IBM-MCDR-EVT-F96C0C80010064CC,official_mcdr_inspection_table_event,2025-26,Dehradun,1,1,48,47,Gagal Limestone Mine,38HPR01003,explicit_source_column,HP,Himachal Pradesh,Solan,Solan,Limestone,explicit_mineral_column,"[""Calcium and limestone""]","[""calcium"",""calcium carbonate""]","[""Ca"",""CaCO3""]",M/s Associated Cement Co Ltd,,,,Check Inspection,Dr. Rajesh Kumar Das,18-03-2026,2026-03-18,19-05-2026,2026-05-19,,,,,[],"[""https://ibm.gov.in/writereaddata/files/17803914766a1e9e348c1d5vl_gagal.pdf""]",[],"[""https://ibm.gov.in/writereaddata/files/17803912006a1e9d20a2fdbGagal_2026.pdf"",""https://ibm.gov.in/writereaddata/files/17803914766a1e9e348c1d5vl_gagal.pdf""]",,,False,inventory_only_not_used_as_spatial_evidence_without_exact_public_coordinates_or_polygon,SRC_IBM_MCDR_INSPECTIONS_2023_2026,https://ibm.gov.in/IBMPortal/pages/mcdr-report-violation-letter-for-the-year-2025-26--dehradun-region-,"वर्ष 2025-26 के लिए एमसीडीआर रिपोर्ट, उल्लंघन पत्र (देहरादून क्षेत्र)",False,sources/raw/ibm_mcdr_inspection_pages/2025_26_dehradun_p1.html,a24e4eaa60228a33effbb4fd84afb21ff7b60e13d884f214940c0e74e1848b78,2026-09-09,True
IBM-MCDR-EVT-D984C6B1D41AFD69,official_mcdr_inspection_table_event,2025-26,Hyderabad,2,1,36,73,Rangapur Feldspar & Quartz Mine,,,TELANGANA,Telangana,NAGARKURNOOL,Nagarkurnool,QUARTZ & FELSPAR,explicit_mineral_column,"[""Silicon""]","[""silicon"",""silicon dioxide""]","[""Si"",""SiO2""]",M/s Prism cements ltd,,,,,"Sri Kathroju Naveen,ACOM",18-03-26,2026-03-18,25-03-26,2026-03-25,,,,,[],[],[],"[""https://ibm.gov.in/writereaddata/files/177693709669e9e888bd883RANGAPUR.pdf""]",,,False,inventory_only_not_used_as_spatial_evidence_without_exact_public_coordinates_or_polygon,SRC_IBM_MCDR_INSPECTIONS_2023_2026,https://ibm.gov.in/IBMPortal/pages/mcdr-inspection-reports-and-violation-letters---2025-26----hyderabad-region---page-2-,MCDR निरीक्षण रिपोर्ट और उल्लंघन पत्र: 2025-26: (हैदराबाद क्षेत्र: पेज 2),False,sources/raw/ibm_mcdr_inspection_pages/2025_26_hyderabad_p2.html,ba2236a7b96a51216da31b9ed9557aee95e69c00b359c8f3dc5e394a600d0862,2026-09-09,True
IBM-MCDR-EVT-501A9134E4D6B6DD,official_mcdr_inspection_table_event,2025-26,Hyderabad,2,1,49,86,Peddapur Quartz& Feldspar Quarry (1.245 HA),,,TELANGANA,Telangana,NAGARKURNOOL,Nagarkurnool,QUARTZ & FELSPAR,explicit_mineral_column,"[""Silicon""]","[""silicon"",""silicon dioxide""]","[""Si"",""SiO2""]",M/s Prism cements ltd,1.245,1.245 HA,parsed_from_mine_name,,"Sri Kathroju Naveen,ACOM",18.03.2026,2026-03-18,25-03-26,2026-03-25,,,,,[],[],[],"[""https://ibm.gov.in/writereaddata/files/177694699069ea0f2eef4b5PEDDAPUR.pdf""]",,,False,inventory_only_not_used_as_spatial_evidence_without_exact_public_coordinates_or_polygon,SRC_IBM_MCDR_INSPECTIONS_2023_2026,https://ibm.gov.in/IBMPortal/pages/mcdr-inspection-reports-and-violation-letters---2025-26----hyderabad-region---page-2-,MCDR निरीक्षण रिपोर्ट और उल्लंघन पत्र: 2025-26: (हैदराबाद क्षेत्र: पेज 2),False,sources/raw/ibm_mcdr_inspection_pages/2025_26_hyderabad_p2.html,ba2236a7b96a51216da31b9ed9557aee95e69c00b359c8f3dc5e394a600d0862,2026-09-09,True
IBM-MCDR-EVT-592D6EEA160838F4,official_mcdr_inspection_table_event,2025-26,Dehradun,1,1,49,48,Bhootmari Limestone Mine VKW,38HPR10030,explicit_source_column,HP,Himachal Pradesh,Sirmour,Sirmour,Limestone,explicit_mineral_column,"[""Calcium and limestone""]","[""calcium"",""calcium carbonate""]","[""Ca"",""CaCO3""]",M/s Shri V.K. Walia,,,,Check Inspection,Dr. Rajesh Kumar Das,16-03-2026,2026-03-16,,,,,,,[],[],[],"[""https://ibm.gov.in/writereaddata/files/17803912216a1e9d35d3304Bhootmari_2026.pdf""]",,,False,inventory_only_not_used_as_spatial_evidence_without_exact_public_coordinates_or_polygon,SRC_IBM_MCDR_INSPECTIONS_2023_2026,https://ibm.gov.in/IBMPortal/pages/mcdr-report-violation-letter-for-the-year-2025-26--dehradun-region-,"वर्ष 2025-26 के लिए एमसीडीआर रिपोर्ट, उल्लंघन पत्र (देहरादून क्षेत्र)",False,sources/raw/ibm_mcdr_inspection_pages/2025_26_dehradun_p1.html,a24e4eaa60228a33effbb4fd84afb21ff7b60e13d884f214940c0e74e1848b78,2026-09-09,True
IBM-MCDR-EVT-D41B87CA72028149,official_mcdr_inspection_table_event,2025-26,Hyderabad,2,1,45,82,VISHNUPURAM- II,,,TELANGANA,Telangana,NALGONDA,Nalgonda,LIMESTONE,explicit_mineral_column,"[""Calcium and limestone""]","[""calcium"",""calcium carbonate""]","[""Ca"",""CaCO3""]",Mr E R RAJ NARAYANAN,,,,,"Sri Nilabh Panchal, ACOM",16-03-26,2026-03-16,,,,,,,[],[],[],"[""https://ibm.gov.in/writereaddata/files/177694694669ea0f0222de2VISHNUPURAM.pdf""]",,,False,inventory_only_not_used_as_spatial_evidence_without_exact_public_coordinates_or_polygon,SRC_IBM_MCDR_INSPECTIONS_2023_2026,https://ibm.gov.in/IBMPortal/pages/mcdr-inspection-reports-and-violation-letters---2025-26----hyderabad-region---page-2-,MCDR निरीक्षण रिपोर्ट और उल्लंघन पत्र: 2025-26: (हैदराबाद क्षेत्र: पेज 2),False,sources/raw/ibm_mcdr_inspection_pages/2025_26_hyderabad_p2.html,ba2236a7b96a51216da31b9ed9557aee95e69c00b359c8f3dc5e394a600d0862,2026-09-09,True
IBM-MCDR-EVT-337C01AB827EADF5,official_mcdr_inspection_table_event,2025-26,Hyderabad,2,1,41,78,Motighanpur Quartz mine,,,TELANGANA,Telangana,MEHABUBNAGAR,Mehabubnagar,QUARTZ,explicit_mineral_column,"[""Silicon""]","[""silicon"",""silicon dioxide""]","[""Si"",""SiO2""]",M/s. AGI Glaspac,,,,,"Sri Kalmata MK,RMG",13-03-26,2026-03-13,26-03-26,2026-03-26,,,,,[],[],[],"[""https://ibm.gov.in/writereaddata/files/177693870769e9eed34e8f5MOTHIGANPUR.pdf""]",,,False,inventory_only_not_used_as_spatial_evidence_without_exact_public_coordinates_or_polygon,SRC_IBM_MCDR_INSPECTIONS_2023_2026,https://ibm.gov.in/IBMPortal/pages/mcdr-inspection-reports-and-violation-letters---2025-26----hyderabad-region---page-2-,MCDR निरीक्षण रिपोर्ट और उल्लंघन पत्र: 2025-26: (हैदराबाद क्षेत्र: पेज 2),False,sources/raw/ibm_mcdr_inspection_pages/2025_26_hyderabad_p2.html,ba2236a7b96a51216da31b9ed9557aee95e69c00b359c8f3dc5e394a600d0862,2026-09-09,True
IBM-MCDR-EVT-BBC79AEA33758964,official_mcdr_inspection_table_event,2025-26,Hyderabad,2,1,43,80,Kruthika Quartz & Feldspar Mines,,,TELANGANA,Telangana,MAHBUBNAGAR,Mahbubnagar,QUARTZ & FELSPAR,explicit_mineral_column,"[""Silicon""]","[""silicon"",""silicon dioxide""]","[""Si"",""SiO2""]",M/s. Kruthika Mines,,,,,"Sri Kalmata MK,RMG",13-03-26,2026-03-13,30-03-26,2026-03-30,,,,,[],[],[],"[""https://ibm.gov.in/writereaddata/files/177694692469ea0eec5ee2fKRUTHIKA.pdf""]",,,False,inventory_only_not_used_as_spatial_evidence_without_exact_public_coordinates_or_polygon,SRC_IBM_MCDR_INSPECTIONS_2023_2026,https://ibm.gov.in/IBMPortal/pages/mcdr-inspection-reports-and-violation-letters---2025-26----hyderabad-region---page-2-,MCDR निरीक्षण रिपोर्ट और उल्लंघन पत्र: 2025-26: (हैदराबाद क्षेत्र: पेज 2),False,sources/raw/ibm_mcdr_inspection_pages/2025_26_hyderabad_p2.html,ba2236a7b96a51216da31b9ed9557aee95e69c00b359c8f3dc5e394a600d0862,2026-09-09,True
IBM-MCDR-EVT-285B073805C9FED3,official_mcdr_inspection_table_event,2025-26,Hyderabad,2,1,44,81,TAKKALLAPALLI LIMESTONE MINE,,,TELANGANA,Telangana,PEDDAPALLI,Peddapalli,LIMESTONE,explicit_mineral_column,"[""Calcium and limestone""]","[""calcium"",""calcium carbonate""]","[""Ca"",""CaCO3""]",ULTRATECH INDUSTRIES PVT LTD,,,,,"Sri Jitesh Gangawat, ACOM",13-03-26,2026-03-13,,,,,,,[],[],[],"[""https://ibm.gov.in/writereaddata/files/177694693669ea0ef8545f8TAKKALAPALLI.pdf""]",,,False,inventory_only_not_used_as_spatial_evidence_without_exact_public_coordinates_or_polygon,SRC_IBM_MCDR_INSPECTIONS_2023_2026,https://ibm.gov.in/IBMPortal/pages/mcdr-inspection-reports-and-violation-letters---2025-26----hyderabad-region---page-2-,MCDR निरीक्षण रिपोर्ट और उल्लंघन पत्र: 2025-26: (हैदराबाद क्षेत्र: पेज 2),False,sources/raw/ibm_mcdr_inspection_pages/2025_26_hyderabad_p2.html,ba2236a7b96a51216da31b9ed9557aee95e69c00b359c8f3dc5e394a600d0862,2026-09-09,True
IBM-MCDR-EVT-1439D2B744CDC00A,official_mcdr_inspection_table_event,2025-26,Hyderabad,2,1,48,85,Dhatri Minerals Quartz and Feldspar,,,TELANGANA,Telangana,MAHABUBNAGAR,Mahabubnagar,QUARTZ & FELSPAR,explicit_mineral_column,"[""Silicon""]","[""silicon"",""silicon dioxide""]","[""Si"",""SiO2""]",Mr. V Kamalakar,,,,,"Sri VaraPrasada Rao Laveti, JMG",13-03-26,2026-03-13,30-03-26,2026-03-30,,,,,[],[],[],"[""https://ibm.gov.in/writereaddata/files/177694698069ea0f242ec4dDHATRI.pdf""]",,,False,inventory_only_not_used_as_spatial_evidence_without_exact_public_coordinates_or_polygon,SRC_IBM_MCDR_INSPECTIONS_2023_2026,https://ibm.gov.in/IBMPortal/pages/mcdr-inspection-reports-and-violation-letters---2025-26----hyderabad-region---page-2-,MCDR निरीक्षण रिपोर्ट और उल्लंघन पत्र: 2025-26: (हैदराबाद क्षेत्र: पेज 2),False,sources/raw/ibm_mcdr_inspection_pages/2025_26_hyderabad_p2.html,ba2236a7b96a51216da31b9ed9557aee95e69c00b359c8f3dc5e394a600d0862,2026-09-09,True
IBM-MCDR-EVT-2ACA35D52FB7F4ED,official_mcdr_inspection_table_event,2025-26,Hyderabad,2,1,40,77,DEVAPUR,,,TELANGANA,Telangana,MANCHERIAL,Mancherial,LIMESTONE,explicit_mineral_column,"[""Calcium and limestone""]","[""calcium"",""calcium carbonate""]","[""Ca"",""CaCO3""]",TELANGANA STATE MINERAL DEVELOPMENT CORPORATION LIMITED,,,,,"Sri Kathroju Naveen,ACOM",11-03-26,2026-03-11,,,,,,,[],[],[],"[""https://ibm.gov.in/writereaddata/files/177693855169e9ee374e384DEVAPUR.pdf""]",,,False,inventory_only_not_used_as_spatial_evidence_without_exact_public_coordinates_or_polygon,SRC_IBM_MCDR_INSPECTIONS_2023_2026,https://ibm.gov.in/IBMPortal/pages/mcdr-inspection-reports-and-violation-letters---2025-26----hyderabad-region---page-2-,MCDR निरीक्षण रिपोर्ट और उल्लंघन पत्र: 2025-26: (हैदराबाद क्षेत्र: पेज 2),False,sources/raw/ibm_mcdr_inspection_pages/2025_26_hyderabad_p2.html,ba2236a7b96a51216da31b9ed9557aee95e69c00b359c8f3dc5e394a600d0862,2026-09-09,True
IBM-MCDR-EVT-2D6A186430C5FD97,official_mcdr_inspection_table_event,2025-26,Hyderabad,2,1,47,84,Kuppagandla Quartz and Feldspar Quarry,,,TELANGANA,Telangana,NAGARKURNOOL,Nagarkurnool,QUARTZ & FELSPAR,explicit_mineral_column,"[""Silicon""]","[""silicon"",""silicon dioxide""]","[""Si"",""SiO2""]",M/s Prism Johnson Ltd.,,,,,"Sri VaraPrasada Rao Laveti, JMG",10-03-26,2026-03-10,27-03-26,2026-03-27,,,,,[],[],[],"[""https://ibm.gov.in/writereaddata/files/177694696869ea0f18a54ddKUPPAGANDLA.pdf""]",,,False,inventory_only_not_used_as_spatial_evidence_without_exact_public_coordinates_or_polygon,SRC_IBM_MCDR_INSPECTIONS_2023_2026,https://ibm.gov.in/IBMPortal/pages/mcdr-inspection-reports-and-violation-letters---2025-26----hyderabad-region---page-2-,MCDR निरीक्षण रिपोर्ट और उल्लंघन पत्र: 2025-26: (हैदराबाद क्षेत्र: पेज 2),False,sources/raw/ibm_mcdr_inspection_pages/2025_26_hyderabad_p2.html,ba2236a7b96a51216da31b9ed9557aee95e69c00b359c8f3dc5e394a600d0862,2026-09-09,True
IBM-MCDR-EVT-F805A5167AE0324C,official_mcdr_inspection_table_event,2025-26,Dehradun,1,1,51,50,Bajnar Bathyn Limestone Mine,38J&K14005,explicit_source_column,J&K,Jammu & Kashmir,Pulwama,Pulwama,Limestone,explicit_mineral_column,"[""Calcium and limestone""]","[""calcium"",""calcium carbonate""]","[""Ca"",""CaCO3""]",M/s Trumboo Industries Pvt. Ltd.,,,,MCDR,Matiul Islam,08-03-2026,2026-03-08,,,,,,,[],[],[],"[""https://ibm.gov.in/writereaddata/files/17803919146a1e9fea89300BAJNARBATHYN_KHREW_2026.pdf""]",,,False,inventory_only_not_used_as_spatial_evidence_without_exact_public_coordinates_or_polygon,SRC_IBM_MCDR_INSPECTIONS_2023_2026,https://ibm.gov.in/IBMPortal/pages/mcdr-report-violation-letter-for-the-year-2025-26--dehradun-region-,"वर्ष 2025-26 के लिए एमसीडीआर रिपोर्ट, उल्लंघन पत्र (देहरादून क्षेत्र)",False,sources/raw/ibm_mcdr_inspection_pages/2025_26_dehradun_p1.html,a24e4eaa60228a33effbb4fd84afb21ff7b60e13d884f214940c0e74e1848b78,2026-09-09,True
IBM-MCDR-EVT-DFD6FB228BA9494D,official_mcdr_inspection_table_event,2025-26,Dehradun,1,1,47,46,Sulnar Saturmarg Limestone Mine CC,38J&K14003,explicit_source_column,J&K,Jammu & Kashmir,Pulwama,Pulwama,Limestone,explicit_mineral_column,"[""Calcium and limestone""]","[""calcium"",""calcium carbonate""]","[""Ca"",""CaCO3""]",M/s Cemtac Cement,,,,MCDR,Matiul Islam,07-03-2026,2026-03-07,25-05-2026,2026-05-25,,,,,[],"[""https://ibm.gov.in/writereaddata/files/17797943876a1581d3afb50VLSulnar_Saturmarg.pdf""]",[],"[""https://ibm.gov.in/writereaddata/files/17797943696a1581c1c0270Sulnar_SaturmargCemtac.pdf"",""https://ibm.gov.in/writereaddata/files/17797943876a1581d3afb50VLSulnar_Saturmarg.pdf""]",,,False,inventory_only_not_used_as_spatial_evidence_without_exact_public_coordinates_or_polygon,SRC_IBM_MCDR_INSPECTIONS_2023_2026,https://ibm.gov.in/IBMPortal/pages/mcdr-report-violation-letter-for-the-year-2025-26--dehradun-region-,"वर्ष 2025-26 के लिए एमसीडीआर रिपोर्ट, उल्लंघन पत्र (देहरादून क्षेत्र)",False,sources/raw/ibm_mcdr_inspection_pages/2025_26_dehradun_p1.html,a24e4eaa60228a33effbb4fd84afb21ff7b60e13d884f214940c0e74e1848b78,2026-09-09,True
IBM-MCDR-EVT-31A54A51AFE167AF,official_mcdr_inspection_table_event,2025-26,Goa,1,1,52,51,Block V-Advalpal Thivim Mineral Block,,,,,,,Iron Ore,explicit_mineral_column,"[""Iron""]","[""iron""]","[""Fe""]",M/s Fomento Resources Private Limited,,,,,"Shri Kanhaia Kumar, ACOM",07.03.2026,2026-03-07,,,,,,,[],[],[],"[""https://ibm.gov.in/writereaddata/files/177633553369e0baad04afbINSPI30GOA551002031.pdf""]",,,False,inventory_only_not_used_as_spatial_evidence_without_exact_public_coordinates_or_polygon,SRC_IBM_MCDR_INSPECTIONS_2023_2026,https://ibm.gov.in/IBMPortal/pages/mcdr-inspection-reports--violation-letters-etc--2025-26---goa-region,"एमसीडीआर निरीक्षण रिपोर्ट, उल्लंघन पत्र आदि 2025-26 : गोवा क्षेत्र",False,sources/raw/ibm_mcdr_inspection_pages/2025_26_goa_p1.html,a20d82fb0be0e73c7671dbcad3d253a392fd9e702e5b86b67f821031a8bb1d6f,2026-09-09,True
IBM-MCDR-EVT-D7D834B6941B5E18,official_mcdr_inspection_table_event,2025-26,Dehradun,1,1,46,45,Saman Limestone mine,38J&K09004,explicit_source_column,J&K,Jammu & Kashmir,Srinagar,Srinagar,Limestone,explicit_mineral_column,"[""Calcium and limestone""]","[""calcium"",""calcium carbonate""]","[""Ca"",""CaCO3""]",M/s Saifco Cement,,,,MCDR,Matiul Islam,06-03-2026,2026-03-06,No Violation,,,,,,[],[],[],"[""https://ibm.gov.in/writereaddata/files/17797914026a15762ad0c10SamanMatiul_sir.pdf""]",,,False,inventory_only_not_used_as_spatial_evidence_without_exact_public_coordinates_or_polygon,SRC_IBM_MCDR_INSPECTIONS_2023_2026,https://ibm.gov.in/IBMPortal/pages/mcdr-report-violation-letter-for-the-year-2025-26--dehradun-region-,"वर्ष 2025-26 के लिए एमसीडीआर रिपोर्ट, उल्लंघन पत्र (देहरादून क्षेत्र)",False,sources/raw/ibm_mcdr_inspection_pages/2025_26_dehradun_p1.html,a24e4eaa60228a33effbb4fd84afb21ff7b60e13d884f214940c0e74e1848b78,2026-09-09,True
IBM-MCDR-EVT-0F5457468A620C89,official_mcdr_inspection_table_event,2025-26,Dehradun,1,1,52,51,Panthal Magnesite Mine,39J&K10001,explicit_source_column,J&K,Jammu & Kashmir,Reasi,Reasi,Magnesite,explicit_mineral_column,"[""Magnesium""]","[""magnesium"",""magnesium carbonate""]","[""Mg"",""MgCO3""]",M/s J&K Mineral Development Corpn.Ltd.,,,,FMCP,Matiul Islam,06-03-2026,2026-03-06,,,,,,,[],[],[],"[""https://ibm.gov.in/writereaddata/files/17803924106a1ea1da60951IRPANTHAL.pdf""]",,,False,inventory_only_not_used_as_spatial_evidence_without_exact_public_coordinates_or_polygon,SRC_IBM_MCDR_INSPECTIONS_2023_2026,https://ibm.gov.in/IBMPortal/pages/mcdr-report-violation-letter-for-the-year-2025-26--dehradun-region-,"वर्ष 2025-26 के लिए एमसीडीआर रिपोर्ट, उल्लंघन पत्र (देहरादून क्षेत्र)",False,sources/raw/ibm_mcdr_inspection_pages/2025_26_dehradun_p1.html,a24e4eaa60228a33effbb4fd84afb21ff7b60e13d884f214940c0e74e1848b78,2026-09-09,True
IBM-MCDR-EVT-A8ABB8085A7052FA,official_mcdr_inspection_table_event,2025-26,Hyderabad,2,1,38,75,ANJANI LIMESTONE MINE (PIT 1),,,TELANGANA,Telangana,SURYAPET,Suryapet,LIMESTONE,explicit_mineral_column,"[""Calcium and limestone""]","[""calcium"",""calcium carbonate""]","[""Ca"",""CaCO3""]",ANJANI PORTLAND CEMENT LIMITED,,,,,"Sri Ejaj Ahmad Khan,AMG",06-03-26,2026-03-06,,,,,,,[],[],[],"[""https://ibm.gov.in/writereaddata/files/177693819269e9ecd04ad66anjani_1.pdf""]",,,False,inventory_only_not_used_as_spatial_evidence_without_exact_public_coordinates_or_polygon,SRC_IBM_MCDR_INSPECTIONS_2023_2026,https://ibm.gov.in/IBMPortal/pages/mcdr-inspection-reports-and-violation-letters---2025-26----hyderabad-region---page-2-,MCDR निरीक्षण रिपोर्ट और उल्लंघन पत्र: 2025-26: (हैदराबाद क्षेत्र: पेज 2),False,sources/raw/ibm_mcdr_inspection_pages/2025_26_hyderabad_p2.html,ba2236a7b96a51216da31b9ed9557aee95e69c00b359c8f3dc5e394a600d0862,2026-09-09,True
IBM-MCDR-EVT-785EBB51216484F3,official_mcdr_inspection_table_event,2025-26,Hyderabad,2,1,39,76,Divya Minerals,,,TELANGANA,Telangana,NALGONDA,Nalgonda,QUARTZ & FELSPAR,explicit_mineral_column,"[""Silicon""]","[""silicon"",""silicon dioxide""]","[""Si"",""SiO2""]",Mr. Sriniwas Kotagiri,,,,,"Sri Nilabh Panchal, ACOM",06-03-26,2026-03-06,18-03-26,2026-03-18,,,,,[],[],[],"[""https://ibm.gov.in/writereaddata/files/177693839569e9ed9b07093DIVYA.pdf""]",,,False,inventory_only_not_used_as_spatial_evidence_without_exact_public_coordinates_or_polygon,SRC_IBM_MCDR_INSPECTIONS_2023_2026,https://ibm.gov.in/IBMPortal/pages/mcdr-inspection-reports-and-violation-letters---2025-26----hyderabad-region---page-2-,MCDR निरीक्षण रिपोर्ट और उल्लंघन पत्र: 2025-26: (हैदराबाद क्षेत्र: पेज 2),False,sources/raw/ibm_mcdr_inspection_pages/2025_26_hyderabad_p2.html,ba2236a7b96a51216da31b9ed9557aee95e69c00b359c8f3dc5e394a600d0862,2026-09-09,True
