event_id,auction_tranche,portal_link_order,block_name,state_or_ut,district,concession_type,block_area_ha,source_materials_json,coordinates_available_in_source,geometry_type,geometry_vertex_count,geometry_area_geodesic_ha,geometry_area_difference_pct,geometry_extraction_method,geometry_quality_flag,centroid_within_stated_state_2011,spatial_validation_note,concession_type_extraction_method,source_pdf_filename,source_pdf_sha256,source_pdf_bytes,source_pdf_page_count,auction_notice_pdf_filename,auction_notice_pdf_sha256,auction_notice_pdf_bytes,auction_notice_pdf_page_count,portal_link_title,source_url,mbs_source_url,geometry_source_url,extraction_notes
T2-O01,2,1,Bahera- Goriara Graphite and Basemetal Block,Madhya Pradesh,Sidhi,CL,99.49,"[""Base metals"",""Copper"",""Graphite""]",True,Polygon,4,99.55250061489343,0.06282100200365615,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T2_14103_MBS_Bahera-_Goriara_Graphite_and_Basemetal_Block.pdf,dd5b51b2f426f257d2f69e52dae29559757200cebd7a1a4d748b522a25b5eedd,1597725,5,T2_NIT.pdf,57196a4712ebecc0315a5ce2dd1129bed60e99ecc06fca7ed955f68759612f5a,76715,2,MBS Bahera- Goriara Graphite and Basemetal Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14475_GoI-MoM%20Tranche%20II-NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14103_MBS%20Bahera-%20Goriara%20Graphite%20and%20Basemetal%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14103_MBS%20Bahera-%20Goriara%20Graphite%20and%20Basemetal%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,
T2-O02,2,2,Balepalyam Tungsten and Associated Mineral Block,Andhra Pradesh,Anantapur (Sri Sathya Sai District),CL,308.3,"[""Associated minerals"",""Lead"",""Molybdenum"",""Tungsten"",""Zinc""]",True,Polygon,8,306.1565212376133,0.6952574642837285,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T2_14102_MBS_Balepalyam_Tungsten_and_Associated_Mineral_Block.pdf,bad33d4055b213559632f90319414a33a084ae64b2b9ecd82e02a6c2683b29af,1110987,5,T2_NIT.pdf,57196a4712ebecc0315a5ce2dd1129bed60e99ecc06fca7ed955f68759612f5a,76715,2,MBS Balepalyam Tungsten and Associated Mineral Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14475_GoI-MoM%20Tranche%20II-NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14102_MBS%20Balepalyam%20Tungsten%20and%20Associated%20Mineral%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14102_MBS%20Balepalyam%20Tungsten%20and%20Associated%20Mineral%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,
T2-O03,2,3,Golighat Graphite and Vanadium Block,Madhya Pradesh,Betul,ML,82.0,"[""Graphite"",""Vanadium""]",True,Polygon,6,82.79590783598553,0.9706193121774771,pypdf_text,accepted,True,,official_nit_table,T2_14101_MBS_Golighat_Graphite_and_Vanadium_Block.pdf,7cb10f37df618f8041d423b973d2cd72a15be3506c29d54add0edff30eb2fd19,546149,4,T2_NIT.pdf,57196a4712ebecc0315a5ce2dd1129bed60e99ecc06fca7ed955f68759612f5a,76715,2,MBS Golighat Graphite and Vanadium Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14475_GoI-MoM%20Tranche%20II-NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14101_MBS%20Golighat%20Graphite%20and%20Vanadium%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14101_MBS%20Golighat%20Graphite%20and%20Vanadium%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,
T2-O04,2,4,"Kankauli PGE, Nickel, Chromium and Associated Mineral Block",Maharashtra,Sindhudurg,CL,821.482,"[""Associated minerals"",""Platinum-group elements"",""Chromium"",""Nickel""]",True,Polygon,4,821.7421255729676,0.03166540142907347,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T2_14100_MBS_Kankauli_PGE_Nickel_Chromium_and_Associated_Mineral_Block.pdf,f7a279e9fce2c7981809f3c810f6bbba484571f71f7976056b1106a34a6970cd,896826,5,T2_NIT.pdf,57196a4712ebecc0315a5ce2dd1129bed60e99ecc06fca7ed955f68759612f5a,76715,2,"MBS Kankauli PGE, Nickel, Chromium and Associated Mineral Block",https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14475_GoI-MoM%20Tranche%20II-NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,"https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14100_MBS%20Kankauli%20PGE,%20Nickel,%20Chromium%20and%20Associated%20Mineral%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-","https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14100_MBS%20Kankauli%20PGE,%20Nickel,%20Chromium%20and%20Associated%20Mineral%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-",
T2-O05,2,5,Khattali Chhoti Graphite Block,Madhya Pradesh,Alirajpur,CL,599.76,"[""Graphite""]",True,Polygon,4,600.2145352076053,0.07578618240718249,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T2_14099_MBS_Khattali_Chhoti_Graphite_Block.pdf,d44342b31ea28320f3b30e0d53e74d6dfbde8e3462df6406c77a6c0c5f879e79,914931,5,T2_NIT.pdf,57196a4712ebecc0315a5ce2dd1129bed60e99ecc06fca7ed955f68759612f5a,76715,2,MBS Khattali Chhoti Graphite Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14475_GoI-MoM%20Tranche%20II-NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14099_MBS%20Khattali%20Chhoti%20Graphite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14099_MBS%20Khattali%20Chhoti%20Graphite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,
T2-O06,2,6,Lodoso East REE and Associated Minerals Block,Arunachal Pradesh,Papumpare,CL,105.88,"[""Associated minerals"",""Rare-earth elements"",""Copper""]",True,Polygon,4,105.96276178114712,0.07816564143098514,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T2_14098_MBS_Lodoso_East_REE_and_Associated_Minerals_Block.pdf,c8fda9f9370b70379e8455fb814f0e44a1cd9ce5550b09e81201079be3c0ed75,963644,5,T2_NIT.pdf,57196a4712ebecc0315a5ce2dd1129bed60e99ecc06fca7ed955f68759612f5a,76715,2,MBS Lodoso East REE and Associated Minerals Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14475_GoI-MoM%20Tranche%20II-NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14098_MBS%20Lodoso%20East%20REE%20and%20Associated%20Minerals%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14098_MBS%20Lodoso%20East%20REE%20and%20Associated%20Minerals%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,
T2-O07,2,7,Phop Graphite and Vanadium Block,Arunachal Pradesh,Papum pare,CL,108.86,"[""Graphite"",""Vanadium""]",True,Polygon,7,108.93049896487594,0.0647611288590281,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T2_14097_MBS_Phop_Graphite_and_Vanadium_Block.pdf,e6bd6fef36b16b500525e52c474f5fcfa41bc25109a64133e1d7536f4570faa9,992552,5,T2_NIT.pdf,57196a4712ebecc0315a5ce2dd1129bed60e99ecc06fca7ed955f68759612f5a,76715,2,MBS Phop Graphite and Vanadium Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14475_GoI-MoM%20Tranche%20II-NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14097_MBS%20Phop%20Graphite%20and%20Vanadium%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14097_MBS%20Phop%20Graphite%20and%20Vanadium%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,
T2-O08,2,8,Radhpu Graphite and Vanadium Block,Arunachal Pradesh,Lower Subansiri,CL,152.74,"[""Graphite"",""Vanadium""]",True,Polygon,4,152.84723688218594,0.07020877450957835,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T2_14096_MBS_Radhpu_Graphite_and_Vanadium_Block.pdf,d8cec190ee54195ffc6ecb3c0783c3608daab8acd72e0950d559772703847db0,1095596,5,T2_NIT.pdf,57196a4712ebecc0315a5ce2dd1129bed60e99ecc06fca7ed955f68759612f5a,76715,2,MBS Radhpu Graphite and Vanadium Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14475_GoI-MoM%20Tranche%20II-NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14096_MBS%20Radhpu%20Graphite%20and%20Vanadium%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14096_MBS%20Radhpu%20Graphite%20and%20Vanadium%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,
T2-O09,2,9,"Vadakhol-Asoli Ni, Cr, Co and Associated Mineral Block",Maharashtra,Sindhudurg,CL,1475.972,"[""Associated minerals"",""Chromium"",""Cobalt"",""Nickel""]",True,Polygon,4,1476.4191403577752,0.030294636874899868,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T2_14095_MBS_Vadakhol-Asoli_Ni_Cr_Co_and_Associated_Mineral_Block.pdf,c04ddde4e996155000b07c5684e87ae742352851cb7b1931798abe73ac57feca,873162,5,T2_NIT.pdf,57196a4712ebecc0315a5ce2dd1129bed60e99ecc06fca7ed955f68759612f5a,76715,2,"MBS Vadakhol-Asoli Ni, Cr, Co and Associated Mineral Block",https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14475_GoI-MoM%20Tranche%20II-NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,"https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14095_MBS%20Vadakhol-Asoli%20Ni,%20Cr,%20Co%20and%20Associated%20Mineral%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-","https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14095_MBS%20Vadakhol-Asoli%20Ni,%20Cr,%20Co%20and%20Associated%20Mineral%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-",
T2-O10,2,10,Bhalukona Glauconite Block,Chhattisgarh,Mahasamund,CL,912.891,"[""Glauconite""]",True,Polygon,4,912.4737855041504,0.045702553300396326,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T2_14094_MBS_Bhalukona_Glauconite_Block.pdf,fe741656d27cb847b298308923bdcf9ca45c468b7b2813b0886dacc06afd2096,1366291,5,T2_NIT.pdf,57196a4712ebecc0315a5ce2dd1129bed60e99ecc06fca7ed955f68759612f5a,76715,2,MBS_Bhalukona Glauconite Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14475_GoI-MoM%20Tranche%20II-NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14094_MBS_Bhalukona%20Glauconite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14094_MBS_Bhalukona%20Glauconite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,
T2-O11,2,11,Bharusari Potash and Halite Block,Rajasthan,Hanumangarh,CL,1417.32,"[""Halite"",""Potash""]",True,Polygon,10,1418.2886750207892,0.06834554093566066,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T2_14093_MBS_Bharusari_Potash_and_Halite_Block.pdf,24cf9eda09fc15fa655f4e9142ca58301a2d67438f23b28dd7bf9639a376e567,1020112,5,T2_NIT.pdf,57196a4712ebecc0315a5ce2dd1129bed60e99ecc06fca7ed955f68759612f5a,76715,2,MBS_Bharusari Potash and Halite Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14475_GoI-MoM%20Tranche%20II-NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14093_MBS_Bharusari%20Potash%20and%20Halite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14093_MBS_Bharusari%20Potash%20and%20Halite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,
T2-O12,2,12,Chiknipani Tungsten Block,Chhattisgarh,Jashpur,CL,649.805,"[""Tungsten""]",True,Polygon,4,649.0845678666134,0.11086897352075877,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T2_14092_MBS_Chiknipani_Tungsten_Block.pdf,095a97f790af0823ab6af26a4562a481ab98c3f7b2cff8302a05cb585a2cfc2d,660287,5,T2_NIT.pdf,57196a4712ebecc0315a5ce2dd1129bed60e99ecc06fca7ed955f68759612f5a,76715,2,MBS_Chiknipani Tungsten Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14475_GoI-MoM%20Tranche%20II-NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14092_MBS_Chiknipani%20Tungsten%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14092_MBS_Chiknipani%20Tungsten%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,
T2-O13,2,13,Depo Vanadium and Graphite Block,Arunachal Pradesh,Papum Pare,CL,104.65,"[""Graphite"",""Vanadium""]",True,Polygon,4,104.72387238259316,0.07058994992178838,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T2_14091_MBS_Depo_Vanadium_Graphite_Block.pdf,81926213ec3ac8fda228d11623b4df7ccd9b68ba0eae8d375ab2ab9e2cdb542f,971281,6,T2_NIT.pdf,57196a4712ebecc0315a5ce2dd1129bed60e99ecc06fca7ed955f68759612f5a,76715,2,"MBS_Depo Vanadium, Graphite Block",https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14475_GoI-MoM%20Tranche%20II-NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,"https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14091_MBS_Depo%20Vanadium,%20Graphite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-","https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14091_MBS_Depo%20Vanadium,%20Graphite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-",
T2-O14,2,14,"Gollarahatti-Mallenahalli Nickel, Chromium and PGE Block",Karnataka,Hassan,CL,1238.122,"[""Platinum-group elements"",""Chromium"",""Nickel""]",True,Polygon,7,1238.4230339095175,0.024313751756078996,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T2_14090_MBS_Gollarahatti-Mallenahalli_Ni_and_PGE_Block.pdf,356147b9d6cc6f24460d667cffd6a951dbe69678410e5df4d5bd51f1daf21b0d,949908,5,T2_NIT.pdf,57196a4712ebecc0315a5ce2dd1129bed60e99ecc06fca7ed955f68759612f5a,76715,2,MBS_Gollarahatti-Mallenahalli Ni and PGE Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14475_GoI-MoM%20Tranche%20II-NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14090_MBS_Gollarahatti-Mallenahalli%20Ni%20and%20PGE%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14090_MBS_Gollarahatti-Mallenahalli%20Ni%20and%20PGE%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,
T2-O15,2,15,Lakhasar Potash and Halite Block,Rajasthan,Bikaner,CL,1830.06,"[""Halite"",""Potash""]",True,Polygon,6,1830.975279975462,0.05001365941346181,source_table_verified_ocr_override,accepted,True,,mbs_text_reconciled_to_official_nit,T2_14089_MBS_Lakhasar_Block_Final_CL_with_halite.pdf,9c561058711ecb460c4c30e3f17a19446424fb7065f7a64e282d181ef483dff9,888402,5,T2_NIT.pdf,57196a4712ebecc0315a5ce2dd1129bed60e99ecc06fca7ed955f68759612f5a,76715,2,MBS_Lakhasar Block Final CL with halite,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14475_GoI-MoM%20Tranche%20II-NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14089_MBS_Lakhasar%20Block%20Final%20CL%20with%20halite.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14089_MBS_Lakhasar%20Block%20Final%20CL%20with%20halite.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,Six boundary points transcribed from the official MBS map after 400 dpi OCR review.
T2-O16,2,16,Nayakkarpatti Tungsten Block,Tamil Nadu,Madurai,CL,2015.51,"[""Tungsten""]",True,Polygon,5,2012.6685560746432,0.14097890486064424,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T2_14088_MBS_Nayakkarpatti_Tungsten_Block.pdf,762012ca64deb4399ecf445bc50b1dbb1fdc6850ad2b6eff91a7a86be3f4300a,918497,5,T2_NIT.pdf,57196a4712ebecc0315a5ce2dd1129bed60e99ecc06fca7ed955f68759612f5a,76715,2,MBS_Nayakkarpatti Tungsten Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14475_GoI-MoM%20Tranche%20II-NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14088_MBS_Nayakkarpatti%20Tungsten%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14088_MBS_Nayakkarpatti%20Tungsten%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,
T2-O17,2,17,Raipura Phosphorite and Limestone Block,Chhattisgarh,Balod,CL,1009.36,"[""Phosphorite""]",True,Polygon,4,1010.1692573078155,0.08017529006653011,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T2_14087_MBS_Raipura_Phosphorite_and_Limestone_Block.pdf,1c81bd84a2726ada52a507bb341962cb3f3b4db2acf36e0b63727403fc27c1cb,960551,5,T2_NIT.pdf,57196a4712ebecc0315a5ce2dd1129bed60e99ecc06fca7ed955f68759612f5a,76715,2,MBS_Raipura Phosphorite and Limestone Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14475_GoI-MoM%20Tranche%20II-NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14087_MBS_Raipura%20Phosphorite%20and%20Limestone%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14087_MBS_Raipura%20Phosphorite%20and%20Limestone%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,
T2-O18,2,18,"Sanyasikoppa Cobalt, Manganese and Iron Block",Karnataka,Shimoga (Shivamogga),CL,1055.64,"[""Cobalt"",""Iron"",""Manganese""]",True,Polygon,5,1056.4413868319377,0.07591478457974633,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T2_14086_MBS_Sanyasikoppa_Cobalt_Manganese_and_Iron_Block.pdf,3f611d9ed5c6a3f2cce69a92b6104c73d114fc19e2bbf7249462a1edeb92cb9a,1011422,5,T2_NIT.pdf,57196a4712ebecc0315a5ce2dd1129bed60e99ecc06fca7ed955f68759612f5a,76715,2,"MBS_Sanyasikoppa Cobalt, Manganese and Iron Block",https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14475_GoI-MoM%20Tranche%20II-NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,"https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14086_MBS_Sanyasikoppa%20Cobalt,%20Manganese%20and%20Iron%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-","https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14086_MBS_Sanyasikoppa%20Cobalt,%20Manganese%20and%20Iron%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-",
T3-O01,3,1,Chutia-Nauhatta Glauconite Block,Bihar,Rohtas,CL,463.995,"[""Glauconite""]",True,Polygon,4,463.4651059556484,0.1142025332927249,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T3_14486_MBS_Chutia-Nauhatta_Glauconite_Block.pdf,2bf04b3bdd666c77bf7bb7beca0af6273d9ca585bfc38de4bf407d617338bf1f,801352,5,T3_NIT.pdf,465a8490a29e432973a9aa7310acd871b7da9f5047055d4747c9f7549d4a9f92,158441,2,MBS_Chutia-Nauhatta Glauconite Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14477_Notice%20Inviting%20Tender%20(NIT)%20-%20%20Tranche%20III.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14486_MBS_Chutia-Nauhatta%20Glauconite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14486_MBS_Chutia-Nauhatta%20Glauconite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,
T3-O02,3,2,"Genjana Nickel, Chromium and PGE Block",Bihar,Gaya,CL,788.85,"[""Platinum-group elements"",""Chromium"",""Nickel""]",True,Polygon,4,788.3310822259903,0.06578155213408947,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T3_14485_MBS_Genjana_Nickel_Chromium_and_PGE_Block.pdf,6239b67226afa204930f0327a52c41672eb27e29dcba6faae3c56b78857dec9a,798356,6,T3_NIT.pdf,465a8490a29e432973a9aa7310acd871b7da9f5047055d4747c9f7549d4a9f92,158441,2,MBS_Genjana Nickel Chromium and PGE Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14477_Notice%20Inviting%20Tender%20(NIT)%20-%20%20Tranche%20III.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14485_MBS_Genjana%20Nickel%20Chromium%20and%20PGE%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14485_MBS_Genjana%20Nickel%20Chromium%20and%20PGE%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,
T3-O03,3,3,Kurchha Glauconite Block,Uttar Pradesh,Sonbhadra,CL,17.3,"[""Glauconite""]",True,Polygon,4,17.273710959735514,0.15195977031495425,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T3_14484_MBS_Kurchha_Glauconite_Block.pdf,06cc6de3bbef49d8006ef2544fa364c967a20e0ae4fb2106c35b0a255871b949,781446,5,T3_NIT.pdf,465a8490a29e432973a9aa7310acd871b7da9f5047055d4747c9f7549d4a9f92,158441,2,MBS_Kurchha Glauconite Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14477_Notice%20Inviting%20Tender%20(NIT)%20-%20%20Tranche%20III.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14484_MBS_Kurchha%20Glauconite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14484_MBS_Kurchha%20Glauconite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,
T3-O04,3,4,Kurunjakulam Graphite Block,Tamil Nadu,Tenkasi,CL,265.66,"[""Graphite""]",True,Polygon,4,265.2981685296297,0.13620096001291307,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T3_14483_MBS_Kurunjakulam_Graphite_Block.pdf,9a9fd70251408628ce5adcbbbd46c90eaa9ab6c5854b2336ceb3fa07aed68633,793742,5,T3_NIT.pdf,465a8490a29e432973a9aa7310acd871b7da9f5047055d4747c9f7549d4a9f92,158441,2,MBS_Kurunjakulam Graphite Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14477_Notice%20Inviting%20Tender%20(NIT)%20-%20%20Tranche%20III.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14483_MBS_Kurunjakulam%20Graphite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14483_MBS_Kurunjakulam%20Graphite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,
T3-O05,3,5,Muskaniya-Gareriatola-Barwari Potash Block,Jharkhand,Garhwa,CL,513.69,"[""Potash""]",True,Polygon,4,513.2543952418328,0.08479915088230275,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T3_14482_MBS_Muskaniya-Gareriatola-Barwari_Potash_Block.pdf,1d6554ddb3f086cb1ecc7f7ca18c66041c0ecf1545c92bb8fb88d14e26605d7a,808266,5,T3_NIT.pdf,465a8490a29e432973a9aa7310acd871b7da9f5047055d4747c9f7549d4a9f92,158441,2,MBS_Muskaniya-Gareriatola-Barwari Potash Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14477_Notice%20Inviting%20Tender%20(NIT)%20-%20%20Tranche%20III.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14482_MBS_Muskaniya-Gareriatola-Barwari%20Potash%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14482_MBS_Muskaniya-Gareriatola-Barwari%20Potash%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,
