event_id,auction_tranche,portal_link_order,block_name,state_or_ut,district,concession_type,block_area_ha,source_materials_json,coordinates_available_in_source,geometry_type,geometry_vertex_count,geometry_area_geodesic_ha,geometry_area_difference_pct,geometry_extraction_method,geometry_quality_flag,centroid_within_stated_state_2011,spatial_validation_note,concession_type_extraction_method,source_pdf_filename,source_pdf_sha256,source_pdf_bytes,source_pdf_page_count,auction_notice_pdf_filename,auction_notice_pdf_sha256,auction_notice_pdf_bytes,auction_notice_pdf_page_count,portal_link_title,source_url,mbs_source_url,geometry_source_url,extraction_notes
T3-O06,3,6,Pipradih-Bhurwa Glauconite Block,Bihar,Rohtas,CL,415.38,"[""Glauconite""]",True,Polygon,4,414.881304153049,0.12005774157422668,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T3_14481_MBS_Pipradih-Bhurwa_Glauconite_Block.pdf,ee7a27a74853fa7d27b5f67e6d606032c328b13bce5f90d3f4548e13c0250e13,795626,5,T3_NIT.pdf,465a8490a29e432973a9aa7310acd871b7da9f5047055d4747c9f7549d4a9f92,158441,2,MBS_Pipradih-Bhurwa Glauconite Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14477_Notice%20Inviting%20Tender%20(NIT)%20-%20%20Tranche%20III.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14481_MBS_Pipradih-Bhurwa%20Glauconite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14481_MBS_Pipradih-Bhurwa%20Glauconite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,
T3-O07,3,7,"Salal-Haimna Lithium, Titanium and Bauxite (Aluminous Laterite) Block",UT: Jammu and Kashmir,Reasi,CL,317.638,"[""Aluminous Laterite"",""Bauxite"",""Lithium"",""Titanium""]",True,Polygon,5,317.8909881235838,0.07964668068172094,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T3_14480_MBS_Salal-Haimna_Lithium_Titanium_and_Bauxite_Aluminous_Laterite_Block.pdf,578687502b2cb52d72bde9ba888395a64383db6a9a51abc717b0df2c126d7d1e,695463,5,T3_NIT.pdf,465a8490a29e432973a9aa7310acd871b7da9f5047055d4747c9f7549d4a9f92,158441,2,"MBS_Salal-Haimna Lithium, Titanium and Bauxite Aluminous Laterite Block",https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14477_Notice%20Inviting%20Tender%20(NIT)%20-%20%20Tranche%20III.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,"https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14480_MBS_Salal-Haimna%20Lithium,%20Titanium%20and%20Bauxite%20Aluminous%20Laterite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-","https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14480_MBS_Salal-Haimna%20Lithium,%20Titanium%20and%20Bauxite%20Aluminous%20Laterite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-",
T4-O01,4,1,Endolin-Isholin Graphite Block,Arunachal Pradesh,Upper Dibang Valley,CL,503.15,"[""Graphite""]",True,Polygon,4,502.5928167651176,0.11073899133108597,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T4_15850_MBS_Endolin-Isholin_Graphite_Block.pdf,24cfc67a6fb4137d3ecd4adf22664610223781c4001d137318ca4c0985585f02,540254,4,T4_NIT.pdf,0aa1df9b62c007232c44e9f718240d97f99f113a4adb25495c3703a7699f2ff1,101640,3,MBS Endolin-Isholin Graphite Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15825_1.%20GoI%20MoM%20-%20Tranche%20IV%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15850_1.%20MBS%20Endolin-Isholin%20Graphite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15850_1.%20MBS%20Endolin-Isholin%20Graphite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,
T4-O02,4,2,Kelenda Glauconite Block,Chhattisgarh,Mahasamund,CL,397.5,"[""Glauconite""]",True,Polygon,4,397.4067555855751,0.02345771432072287,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T4_15849_MBS_Kelenda_Glauconite_Block.pdf,e7e588fc12388fbf47841e456314a0569a0d44ac4362bb148f5a0802d0812f6d,1073687,5,T4_NIT.pdf,0aa1df9b62c007232c44e9f718240d97f99f113a4adb25495c3703a7699f2ff1,101640,3,MBS_Kelenda Glauconite Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15825_1.%20GoI%20MoM%20-%20Tranche%20IV%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15849_2.%20MBS_Kelenda%20Glauconite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15849_2.%20MBS_Kelenda%20Glauconite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,
T4-O03,4,3,Raipura Phosphorite and Limestone Block,Chhattisgarh,Balod,CL,1009.36,"[""Phosphorite""]",True,Polygon,4,1010.1692573078155,0.08017529006653011,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T4_15848_MBS_Raipura_Phosphorite_and_Limestone_Block_17.02.2024.pdf,7ed5b17d348396f88abe4c5bcdcf19bc225014ac688f3f6ce4770b3d0b70063f,957263,5,T4_NIT.pdf,0aa1df9b62c007232c44e9f718240d97f99f113a4adb25495c3703a7699f2ff1,101640,3,MBS_Raipura Phosphorite and Limestone Block 17.02.2024,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15825_1.%20GoI%20MoM%20-%20Tranche%20IV%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15848_3.%20MBS_Raipura%20Phosphorite%20and%20Limestone%20Block%2017.02.2024.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15848_3.%20MBS_Raipura%20Phosphorite%20and%20Limestone%20Block%2017.02.2024.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,
T4-O04,4,4,Semhardih Phosphorite and Limestone Block,Chhattisgarh,Balod,CL,960.35,"[""Phosphorite""]",True,Polygon,4,961.1231155160904,0.08050351601919536,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T4_15847_MBS_Semhardih_Phosphorite_and_Limestone_Block.pdf,25de8f9f5ffe5b16675f1a1daeaa2c0106ea71f02c41c8bdccffb3d90277851f,1031086,5,T4_NIT.pdf,0aa1df9b62c007232c44e9f718240d97f99f113a4adb25495c3703a7699f2ff1,101640,3,MBS_Semhardih Phosphorite and Limestone Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15825_1.%20GoI%20MoM%20-%20Tranche%20IV%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15847_4.%20MBS_Semhardih%20Phosphorite%20and%20Limestone%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15847_4.%20MBS_Semhardih%20Phosphorite%20and%20Limestone%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,
T4-O05,4,5,Ponchi Graphite Block,Jharkhand,Palamu,ML,10.0,"[""Graphite""]",True,Polygon,4,10.065405368598364,0.6540536859836443,pypdf_text,accepted,True,,official_nit_table,T4_15846_MBS_Ponchi_Graphite_Block.pdf,15a74eeed39a22619b5d1d1ef98b8f8df7810c4acf70c4b156f601aa09cf230e,1149422,5,T4_NIT.pdf,0aa1df9b62c007232c44e9f718240d97f99f113a4adb25495c3703a7699f2ff1,101640,3,MBS_Ponchi Graphite Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15825_1.%20GoI%20MoM%20-%20Tranche%20IV%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15846_5.%20MBS_Ponchi%20Graphite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15846_5.%20MBS_Ponchi%20Graphite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,
T4-O06,4,6,Dombarahalli Phosphate and REE Block,Karnataka,Koppal,CL,558.28,"[""Rare-earth elements"",""Phosphate""]",True,Polygon,4,558.5320040859223,0.04513937198579468,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T4_15845_MBS_Dombarahalli_Phosphate_and_REE_Block.pdf,fd2b3a00d9ce6da1771ef7692b7728059957d8f3f61e322a2ea4ee581f05d7d4,1036765,5,T4_NIT.pdf,0aa1df9b62c007232c44e9f718240d97f99f113a4adb25495c3703a7699f2ff1,101640,3,MBS_Dombarahalli Phosphate and REE Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15825_1.%20GoI%20MoM%20-%20Tranche%20IV%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15845_6.%20MBS_Dombarahalli%20Phosphate%20and%20REE%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15845_6.%20MBS_Dombarahalli%20Phosphate%20and%20REE%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,
T4-O07,4,7,Holalkere - Doddaghatta Ni and PGE Block,Karnataka,Hassan,CL,999.28,"[""Platinum-group elements"",""Nickel""]",True,Polygon,8,999.552701429157,0.027289791565626834,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T4_15844_MBS_Holalkere_-Doddaghatta_Ni-PGE_Block.pdf,7c249c360e19d15eda7406b5764dceff6b871a2d5c4496ea6fe15100d5a4f1fb,1114736,5,T4_NIT.pdf,0aa1df9b62c007232c44e9f718240d97f99f113a4adb25495c3703a7699f2ff1,101640,3,MBS_Holalkere -Doddaghatta Ni-PGE Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15825_1.%20GoI%20MoM%20-%20Tranche%20IV%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15844_7.%20MBS_Holalkere%20-Doddaghatta%20Ni-PGE%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15844_7.%20MBS_Holalkere%20-Doddaghatta%20Ni-PGE%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,
T4-O08,4,8,Jhandawali - Satipura Amalgamated Potash and Halite Block,Rajasthan,Hanumangarh,CL,1841.22,"[""Halite"",""Potash""]",True,Polygon,4,1842.4665550009347,0.06770266458840753,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T4_15843_MBS_Jhandawali-Satipura_Amalgamated_Potash_and_Halite_Block.pdf,7c9f49007ea443ed23f1fc611d49a3fc4a0942a50142eb2c8a3f4f4e99ed4765,1065907,5,T4_NIT.pdf,0aa1df9b62c007232c44e9f718240d97f99f113a4adb25495c3703a7699f2ff1,101640,3,MBS_Jhandawali-Satipura Amalgamated Potash and Halite Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15825_1.%20GoI%20MoM%20-%20Tranche%20IV%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15843_8.%20MBS_Jhandawali-Satipura%20Amalgamated%20Potash%20and%20Halite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15843_8.%20MBS_Jhandawali-Satipura%20Amalgamated%20Potash%20and%20Halite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,
T4-O09,4,9,Jorkian-Satipura-Khunja Amalgamated Potash and Halite Block,Rajasthan,Hanumangarh,CL,1699.98,"[""Halite"",""Potash""]",True,Polygon,6,1701.2934509116835,0.07726272730758617,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T4_15842_MBS_Jorkian-Satipura-Khunja_Amalgamated_Potash_and_Halite_Block.pdf,f206a5cee19385b5edf0579f884bce03e17586074637a796d0dfc9dacc0c557d,1672204,5,T4_NIT.pdf,0aa1df9b62c007232c44e9f718240d97f99f113a4adb25495c3703a7699f2ff1,101640,3,MBS_Jorkian-Satipura-Khunja Amalgamated Potash and Halite Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15825_1.%20GoI%20MoM%20-%20Tranche%20IV%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15842_9.%20MBS_Jorkian-Satipura-Khunja%20Amalgamated%20Potash%20and%20Halite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15842_9.%20MBS_Jorkian-Satipura-Khunja%20Amalgamated%20Potash%20and%20Halite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,
T4-O10,4,10,Barwar Phosphorite Block,Uttar Pradesh,Lalitpur,CL,505.38,"[""Phosphorite""]",True,Polygon,6,505.209582092613,0.03372074624777215,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T4_15841_MBS_Barwar_Phosphorite_Block.pdf,06f22d59c110245aaa5b3f4abd92def7728f1d1985dc1d3c5a3d063f6f87d169,1041418,5,T4_NIT.pdf,0aa1df9b62c007232c44e9f718240d97f99f113a4adb25495c3703a7699f2ff1,101640,3,MBS_Barwar Phosphorite Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15825_1.%20GoI%20MoM%20-%20Tranche%20IV%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15841_10.%20MBS_Barwar%20Phosphorite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15841_10.%20MBS_Barwar%20Phosphorite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,
T4-O11,4,11,Nawatola-Laband REE Block,Uttar Pradesh,Sonbhadra,CL,210.01,"[""Rare-earth elements""]",True,Polygon,4,209.94763459843026,0.02969639615719988,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T4_15840_MBS_Nawatola-Laband_REE_Block.pdf,a98218349981f14ced264f857cd148f361099ee24864a2c78df1200b8464b05d,869613,5,T4_NIT.pdf,0aa1df9b62c007232c44e9f718240d97f99f113a4adb25495c3703a7699f2ff1,101640,3,MBS_Nawatola-Laband REE Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15825_1.%20GoI%20MoM%20-%20Tranche%20IV%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15840_11.%20MBS_Nawatola-Laband%20REE%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15840_11.%20MBS_Nawatola-Laband%20REE%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,
T4-O12,4,12,Balepalyam Tungsten and Associated Mineral Block,Andhra Pradesh,Anantapur (Sri Sathya Sai District),CL,308.3,"[""Associated minerals"",""Lead"",""Molybdenum"",""Tungsten"",""Zinc""]",True,Polygon,8,306.1565212376133,0.6952574642837285,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T4_15839_MBS_Balepalyam_Tungsten_and_Associated_Mineral_Block.pdf,01dc52751b5e58dd61bd3dad67f7c512a2a7e5a7fa3fd9dda48ad92c967feea7,1108356,5,T4_NIT.pdf,0aa1df9b62c007232c44e9f718240d97f99f113a4adb25495c3703a7699f2ff1,101640,3,MBS Balepalyam Tungsten and Associated Mineral Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15825_1.%20GoI%20MoM%20-%20Tranche%20IV%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15839_12.%20MBS%20Balepalyam%20Tungsten%20and%20Associated%20Mineral%20Block%2017.02.2024.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15839_12.%20MBS%20Balepalyam%20Tungsten%20and%20Associated%20Mineral%20Block%2017.02.2024.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,
T4-O13,4,13,Depo Vanadium and Graphite Block,Arunachal Pradesh,Papum Pare,CL,104.65,"[""Graphite"",""Vanadium""]",True,Polygon,4,104.72387238259316,0.07058994992178838,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T4_15838_MBS_Depo_Vanadium_Graphite_Block.pdf,cfb401d81110b0753fbea3791f4f863950279565fc204de56f6c69fd0132e0bb,955061,6,T4_NIT.pdf,0aa1df9b62c007232c44e9f718240d97f99f113a4adb25495c3703a7699f2ff1,101640,3,"MBS_Depo Vanadium, Graphite Block",https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15825_1.%20GoI%20MoM%20-%20Tranche%20IV%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,"https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15838_13.%20MBS_Depo%20Vanadium,%20Graphite%20Block%2023.02.2024.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-","https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15838_13.%20MBS_Depo%20Vanadium,%20Graphite%20Block%2023.02.2024.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-",
T4-O14,4,14,Lodoso East REE and Associated Minerals Block,Arunachal Pradesh,Papumpare,CL,105.88,"[""Associated minerals"",""Rare-earth elements"",""Copper""]",True,Polygon,4,105.96276178114712,0.07816564143098514,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T4_15837_MBS_Lodoso_East_REE_and_Associated_Minerals_Block.pdf,16e704e34cac1593ad6542f436f37a7c250eb4bfea2ce94a1e9f9e0f6d504990,960282,5,T4_NIT.pdf,0aa1df9b62c007232c44e9f718240d97f99f113a4adb25495c3703a7699f2ff1,101640,3,MBS Lodoso East REE and Associated Minerals Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15825_1.%20GoI%20MoM%20-%20Tranche%20IV%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15837_14.%20MBS%20Lodoso%20East%20REE%20and%20Associated%20Minerals%20Block%2021.02.2024.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15837_14.%20MBS%20Lodoso%20East%20REE%20and%20Associated%20Minerals%20Block%2021.02.2024.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,
T4-O15,4,15,Phop Graphite and Vanadium Block,Arunachal Pradesh,Papum pare,CL,108.86,"[""Graphite"",""Vanadium""]",True,Polygon,7,108.93049896487594,0.0647611288590281,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T4_15836_MBS_Phop_Graphite_and_Vanadium_Block.pdf,9769471799e8d34547f76ff9b56be4c613bf44cccc9bb29f4d8c337f105821c4,989202,5,T4_NIT.pdf,0aa1df9b62c007232c44e9f718240d97f99f113a4adb25495c3703a7699f2ff1,101640,3,MBS Phop Graphite and Vanadium Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15825_1.%20GoI%20MoM%20-%20Tranche%20IV%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15836_15.%20MBS%20Phop%20Graphite%20and%20Vanadium%20Block%2017.02.2024.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15836_15.%20MBS%20Phop%20Graphite%20and%20Vanadium%20Block%2017.02.2024.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,
T4-O16,4,16,Radhpu Graphite and Vanadium Block,Arunachal Pradesh,Lower Subansiri,CL,152.74,"[""Graphite"",""Vanadium""]",True,Polygon,4,152.84723688218594,0.07020877450957835,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T4_15835_MBS_Radhpu_Graphite_and_Vanadium_Block.pdf,c3c7cedbe1ed6982a5436cb7cb71006561c1648c1a63832d3b7ae5179de9e4cb,1091529,5,T4_NIT.pdf,0aa1df9b62c007232c44e9f718240d97f99f113a4adb25495c3703a7699f2ff1,101640,3,MBS Radhpu Graphite and Vanadium Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15825_1.%20GoI%20MoM%20-%20Tranche%20IV%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15835_16.%20MBS%20Radhpu%20Graphite%20and%20Vanadium%20Block%2021.02.24.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15835_16.%20MBS%20Radhpu%20Graphite%20and%20Vanadium%20Block%2021.02.24.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,
T4-O17,4,17,Bhalukona Glauconite Block,Chhattisgarh,Mahasamund,CL,912.891,"[""Glauconite""]",True,Polygon,4,912.4737855041504,0.045702553300396326,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T4_15834_MBS_Bhalukona_Glauconite_Block.pdf,2b35de65a4cecc72ecc6a21bd12d30709dfd0621c195de6ee86eb5c62fbf6d72,1362953,5,T4_NIT.pdf,0aa1df9b62c007232c44e9f718240d97f99f113a4adb25495c3703a7699f2ff1,101640,3,MBS_Bhalukona Glauconite Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15825_1.%20GoI%20MoM%20-%20Tranche%20IV%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15834_17.%20MBS_Bhalukona%20Glauconite%20Block%2017.02.2024.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15834_17.%20MBS_Bhalukona%20Glauconite%20Block%2017.02.2024.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,
T4-O18,4,18,Chiknipani Tungsten Block,Chhattisgarh,Jashpur,CL,649.805,"[""Tungsten""]",True,Polygon,4,649.0845678666134,0.11086897352075877,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T4_15833_MBS_Chiknipani_Tungsten_Block.pdf,db55aff69a3ac20212b3da72beff4cd93ba3d3b00317a65a5094651dda6c4eee,645602,5,T4_NIT.pdf,0aa1df9b62c007232c44e9f718240d97f99f113a4adb25495c3703a7699f2ff1,101640,3,MBS_Chiknipani Tungsten Block,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15825_1.%20GoI%20MoM%20-%20Tranche%20IV%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15833_18.%20MBS_Chiknipani%20Tungsten%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15833_18.%20MBS_Chiknipani%20Tungsten%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,
T4-O19,4,19,"Sanyasikoppa Cobalt, Manganese and Iron Block",Karnataka,Shimoga (Shivamogga),CL,1055.64,"[""Cobalt"",""Iron"",""Manganese""]",True,Polygon,5,1056.4413868319377,0.07591478457974633,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T4_15832_MBS_Sanyasikoppa_Cobalt_Manganese_and_Iron_Block.pdf,40fb84c392ec1d2a1e02e6a140aa10687a7085b0a0b8bbf2fe27f0a9124bf16d,1008823,5,T4_NIT.pdf,0aa1df9b62c007232c44e9f718240d97f99f113a4adb25495c3703a7699f2ff1,101640,3,"MBS_Sanyasikoppa Cobalt, Manganese and Iron Block",https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15825_1.%20GoI%20MoM%20-%20Tranche%20IV%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,"https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15832_19.%20MBS_Sanyasikoppa%20Cobalt,%20Manganese%20and%20Iron%20Block%20-23.02.2024.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-","https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15832_19.%20MBS_Sanyasikoppa%20Cobalt,%20Manganese%20and%20Iron%20Block%20-23.02.2024.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-",
T4-O20,4,20,"Vadakhol-Asoli Ni, Cr, Co and Associated Mineral Block",Maharashtra,Sindhudurg,CL,1475.972,"[""Associated minerals"",""Chromium"",""Cobalt"",""Nickel""]",True,Polygon,4,1476.4191403577752,0.030294636874899868,pypdf_text,accepted,True,,mbs_text_reconciled_to_official_nit,T4_15831_MBS_Vadakhol-Asoli_Ni_Cr_Co_and_Associated_Mineral_Block.pdf,87568fd9aed596ee6857dbeec23e514a931fc5a8c2af4470386318e4941c7ce0,859366,5,T4_NIT.pdf,0aa1df9b62c007232c44e9f718240d97f99f113a4adb25495c3703a7699f2ff1,101640,3,"MBS Vadakhol-Asoli Ni, Cr, Co and Associated Mineral Block",https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15825_1.%20GoI%20MoM%20-%20Tranche%20IV%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,"https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15831_20.%20MBS%20Vadakhol-Asoli%20Ni,%20Cr,%20Co%20and%20Associated%20Mineral%20Block%2023.02.2024.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-","https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15831_20.%20MBS%20Vadakhol-Asoli%20Ni,%20Cr,%20Co%20and%20Associated%20Mineral%20Block%2023.02.2024.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-",
